nama_file,label,md5_hash
Television_272.jpg,Electronic,457c8e5e0117a785df49378fa7f73a5d
10.e-waste-pile.jpg,Electronic,46a0d88228fc4d048fb28f975ba271ca
13.e-waste-pile.jpg,Electronic,46a0d88228fc4d048fb28f975ba271ca
635(1).jpeg,Electronic,486b9c1e6e781777707e21fb1d83fabc
635.jpeg,Electronic,486b9c1e6e781777707e21fb1d83fabc
O_1726.jpg,Organic,4ab88c4bc12096f13d9637c93648c620
O_589.jpg,Organic,4ab88c4bc12096f13d9637c93648c620
O_10045.jpg,Organic,55b6b8898d9def129c01767e9ec0e28a
O_10330.jpg,Organic,55b6b8898d9def129c01767e9ec0e28a
20.Sampah_Elektronik_1.jpg,Electronic,625970aa2e6821663923255675afcb66
7.Sampah_Elektronik_1.jpg,Electronic,625970aa2e6821663923255675afcb66
O_10316.jpg,Organic,62679eaad00c2efda4058ce52e84ff89
O_6746.jpg,Organic,62679eaad00c2efda4058ce52e84ff89
628(1).jpeg,Electronic,67b4f6f62241aa8988749326f8327b20
628.jpeg,Electronic,67b4f6f62241aa8988749326f8327b20
pcb_113.jpg,Electronic,6c010811c8f1d9875c6df3e07a78f235
pcb_209.jpg,Electronic,6c010811c8f1d9875c6df3e07a78f235
O_1328.jpg,Organic,7210049f55c62f427995ef2cdf5d7a47
O_702.jpg,Organic,7210049f55c62f427995ef2cdf5d7a47
R_8577.jpg,Recyclable,793daccac5f6354f2b2865ce9369edd4
R_9410.jpg,Recyclable,793daccac5f6354f2b2865ce9369edd4
R_1277.jpg,Recyclable,79bd35d90c441cc30c504a386c74602c
R_38.jpg,Recyclable,79bd35d90c441cc30c504a386c74602c
12.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,Electronic,7bd46f926dd27f5969b660ccf8c82245
5.scrap-yard-electronic-waste-for-recycling-with-selective-focus-electronic-aluminium-waste-2BWXNJG.jpg,Electronic,7bd46f926dd27f5969b660ccf8c82245
18.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,Electronic,7d9042b2257afba17734f50c521792e7
6.growing-problem-ewast.2e16d0ba.fill-1200x628.format-jpeg.jpg,Electronic,7d9042b2257afba17734f50c521792e7
O_117.jpg,Organic,829d527a7990e15e987a0ebd27a83c16
O_1419.jpg,Organic,829d527a7990e15e987a0ebd27a83c16
O_1521.jpg,Organic,82a5309bd8d3c8bcc37ae73c12444c13
O_89.jpg,Organic,82a5309bd8d3c8bcc37ae73c12444c13
Mouse_162.jpg,Electronic,82e30b307d16579eb61997e5be841b2f
Mouse_210.jpg,Electronic,82e30b307d16579eb61997e5be841b2f
O_1488.jpg,Organic,870d9059440f7f23c8d1a9e60e611bcb
O_310.jpg,Organic,870d9059440f7f23c8d1a9e60e611bcb
O_1485.jpg,Organic,93f8ac78440583d420b74c9767852333
O_315.jpg,Organic,93f8ac78440583d420b74c9767852333
Mouse_189.jpg,Electronic,94091af07bc93e789f904227d2440563
Mouse_213.jpg,Electronic,94091af07bc93e789f904227d2440563
Mouse_150.jpg,Electronic,95a3fa1c097bc226100e34768e904fbd
Mouse_193.jpg,Electronic,95a3fa1c097bc226100e34768e904fbd
R_799.jpg,Recyclable,95bd2693fd68b87d40601c3002ebdf21
O_8873.jpg,Organic,95bd2693fd68b87d40601c3002ebdf21
O_2027.jpg,Organic,969085c9e42adc6817bad8724e2bd924
O_566.jpg,Organic,969085c9e42adc6817bad8724e2bd924
pcb_110.jpg,Electronic,9bb4526acea25014d4a706c034811291
pcb_155.jpg,Electronic,9bb4526acea25014d4a706c034811291
Mouse_147.jpg,Electronic,acf333cddec3bf30d511300f8b5e0871
Mouse_187.jpg,Electronic,acf333cddec3bf30d511300f8b5e0871
IMG-20200328-WA0030(1).jpg,Electronic,b08d3af0610d14b90f181b3e58f9e7c0
IMG-20200328-WA0030.jpg,Electronic,b08d3af0610d14b90f181b3e58f9e7c0
Printer_59.jpg,Electronic,b59567fe3c7f0443a1e823477bd5a140
Printer_60.jpg,Electronic,b59567fe3c7f0443a1e823477bd5a140
O_10266.jpg,Organic,ba625da23810a2e5179928dd1f0fd614
O_6765.jpg,Organic,ba625da23810a2e5179928dd1f0fd614
pcb_156.jpg,Electronic,beab25ac969515a9bb418536391387e2
pcb_161.jpg,Electronic,beab25ac969515a9bb418536391387e2
Mouse_179.jpg,Electronic,c676edd3cce133ccd7390fe72bf37e0e
Mouse_186.jpg,Electronic,c676edd3cce133ccd7390fe72bf37e0e
O_2501.jpg,Organic,cf0b415a4acd1ba713c9dbcf0fa64811
O_5679.jpg,Organic,cf0b415a4acd1ba713c9dbcf0fa64811
Television_238.jpg,Electronic,d1e31ec5fc10c06a9934a8275b4c84ed
Television_245.jpg,Electronic,d1e31ec5fc10c06a9934a8275b4c84ed
O_3391(1).jpg,Organic,e4bea970ac7728295c408fae7a24d277
O_3391.jpg,Organic,e4bea970ac7728295c408fae7a24d277
Player_146.jpg,Electronic,e9b639eab8750e613a3548011e1ef0a9
Player_99.jpg,Electronic,e9b639eab8750e613a3548011e1ef0a9
O_3833.jpg,Organic,ece268d7eed3cd13cf22c0fb9937a850
O_9612.jpg,Organic,ece268d7eed3cd13cf22c0fb9937a850
457.jpeg,Electronic,ed4e112a4affb383045dfa21c31e3034
507.jpeg,Electronic,ed4e112a4affb383045dfa21c31e3034
Player_151.jpg,Electronic,f0810c09681ced4403729678145017b3
Player_202.jpg,Electronic,f0810c09681ced4403729678145017b3
O_9640(1).jpg,Organic,f2c7ab565fb8ac32b65806ba810c9d60
O_9640.jpg,Organic,f2c7ab565fb8ac32b65806ba810c9d60
O_2061.jpg,Organic,f6395790858c13d230ab5ebcb9f75917
O_6618.jpg,Organic,f6395790858c13d230ab5ebcb9f75917
R_8442.jpg,Recyclable,f68c12198de0306eac34db4d1ae67ae9
R_9284.jpg,Recyclable,f68c12198de0306eac34db4d1ae67ae9
630(1).jpeg,Electronic,f9b96db1123f36fe7b28347fb73524d0
630.jpeg,Electronic,f9b96db1123f36fe7b28347fb73524d0
O_10162.jpg,Organic,ff8d67f71f4cac204417e65ffcce34c3
O_6766.jpg,Organic,ff8d67f71f4cac204417e65ffcce34c3
