status,skor_blur,rata_kecerahan,terindikasi_blur,terindikasi_gelap,terindikasi_terang,md5_hash,average_hash,nama_file,label
ok,13.76,137.64,True,False,False,80615dcc2c7423bfbc1129bbd1062d10,18414940765895460736,R_1025.jpg,Recyclable
ok,26.25,208.35,True,False,False,b379df698e97d081225fcb91398f85d5,13943707394170274303,R_1026.jpg,Recyclable
ok,5891.59,186.76,False,False,False,e12e72ab8e438a587fdb12809dac9ee9,18442229366843768869,R_1027.jpg,Recyclable
ok,5580.95,123.79,False,False,False,49dcab3ec2869c679823345fbdefef70,35606064980766208,R_1028.jpg,Recyclable
ok,15.27,133.55,True,False,False,ce99544f7375581986769813fead4d1f,4570119543947135,R_1029.jpg,Recyclable
ok,11158.11,39.65,False,True,False,10e7f97686e4609a942f9aeb2030eec3,6781891205667071,R_103.jpg,Recyclable
ok,995.55,125.68,False,False,False,c16a956fc95fb8bc102cdbf672ae4ea3,2242536510280368384,R_1030.jpg,Recyclable
ok,1087.4,182.98,False,False,False,2442cd4ebfd7a721bdfe865c243c1f30,18446743528248707328,R_1031.jpg,Recyclable
ok,4498.73,201.21,False,False,False,109755ebd2f1eccca18ee16822bd8cc9,18446717443971153920,R_1032.jpg,Recyclable
ok,546.31,229.01,False,False,True,20a31c899d14782242c171deb568d485,16128397287327136255,R_1033.jpg,Recyclable
ok,9.98,177.56,True,False,False,627711f13b10de73ed535891d08f72e9,18439962182627491840,R_1034.jpg,Recyclable
ok,643.7,209.33,False,False,False,a99308ea173069d70ba1ef3090840c80,18417921036094376413,R_1035.jpg,Recyclable
ok,1745.87,205.55,False,False,False,3adad5dad98f925ecb3eac9ca18833ff,17866299241035522559,R_1036.jpg,Recyclable
ok,505.31,147.99,False,False,False,97d6cd93818f20142bd7c209209d279e,2319411241409068068,R_1037.jpg,Recyclable
ok,658.59,167.88,False,False,False,0c616494bd86a9ec74870ad534992544,18446743090178884355,R_1038.jpg,Recyclable
ok,21301.54,133.36,False,False,False,ad1f03579125c6ca8506fff0ade940d8,18212830658579864924,R_1039.jpg,Recyclable
ok,672.03,227.88,False,False,True,d15be4d8154f291d42149aab8ef65ab6,14974450910179583947,R_104.jpg,Recyclable
ok,1102.54,207.79,False,False,False,bdcc716610281106a8f0b288b7b09f42,11086165671601567993,R_1040.jpg,Recyclable
ok,6122.84,182.69,False,False,False,65dd9f6bc63e8b136465a8b4673d30f8,16924776915762298526,R_1041.jpg,Recyclable
ok,1455.48,182.78,False,False,False,d417e4032b497f1497d57a498c4238c6,17938681529772323249,R_1042.jpg,Recyclable
ok,3777.79,122.66,False,False,False,c25e0a89e62d1a54c858f1e49987ce76,8933044121285983235,R_1043.jpg,Recyclable
ok,937.42,169.84,False,False,False,f59cd17788bc201a26cef00ef1a967a3,18439961491471008743,R_1044.jpg,Recyclable
ok,953.71,154.13,False,False,False,0dac36af6f386c1bec31274b5ef3c43e,6545618006155315689,R_1045.jpg,Recyclable
ok,527.3,123.32,False,False,False,08ab1325202f030c8bd971fdf5ef4e68,3472334910544705076,R_1046.jpg,Recyclable
ok,1011.5,237.73,False,False,True,e1e43c7bb763425b49702fc6abfc1e79,4544065993139226623,R_1047.jpg,Recyclable
ok,1449.85,237.43,False,False,True,fdb73a9520f7fd872267210c4526ecd5,16710579770976888807,R_1048.jpg,Recyclable
ok,1282.32,176.5,False,False,False,ed9641c770fdd52d4a7a9ff17a53d38c,9655766906367236268,R_1049.jpg,Recyclable
ok,148.09,225.64,False,False,True,f361c92fd546e2c85265374f8512093b,9187236721412939292,R_105.jpg,Recyclable
ok,5412.23,106.97,False,False,False,ff8b8b9b255169f1c5d6b07ecd99c1d2,9205233665959789568,R_1050.jpg,Recyclable
ok,1567.5,156.1,False,False,False,e398724e420e711b70ff9277d1569b79,4340410611475029628,R_1051.jpg,Recyclable
ok,7140.64,106.88,False,False,False,43b570475ac6d8e721f0079a017d063b,18193694739914041368,R_1052.jpg,Recyclable
ok,851.65,160.32,False,False,False,29510ae1594bda3d1c5318b890a3e489,4188100397004110014,R_1053.jpg,Recyclable
ok,5022.16,138.75,False,False,False,22e1b3328074b9cb232a1bc1ba53de2c,4557378043517542914,R_1054.jpg,Recyclable
ok,8281.73,117.16,False,False,False,ab310bbc139bca800ffbbb9914c2e25a,8940491331249163838,R_1055.jpg,Recyclable
ok,1910.22,204.92,False,False,False,b2c1c8cf5ac553383c8852f86c3a4c4e,9359605921237318656,R_1056.jpg,Recyclable
ok,595.25,72.76,False,False,False,6cf1aa024d5a190d0c6c51e86c93d238,212175628859456,R_1057.jpg,Recyclable
ok,1913.96,208.44,False,False,False,6d843b4a7ab555471272763e0cd1b605,18446664365584259063,R_1058.jpg,Recyclable
ok,1172.78,182.31,False,False,False,fe6c6d3c75dbac6218b79351ca240a00,11599298881457880958,R_1059.jpg,Recyclable
ok,505.56,242.27,False,False,True,2f2184e0fe186665c7a1155df0abdb95,16113773499411301375,R_106.jpg,Recyclable
ok,16.85,174.45,True,False,False,7ae58fd70c414358cdf08fe8c5f1126e,17722119302476414204,R_1060.jpg,Recyclable
ok,987.92,205.77,False,False,False,46577a66d9271136f85fb5b16ac0b751,17938117684847764479,R_1061.jpg,Recyclable
ok,939.75,237.74,False,False,True,28d2e7a21c8d0900edf4078ad2c435c0,18439962182505981951,R_1062.jpg,Recyclable
ok,2942.94,122.19,False,False,False,bc6ed6dc8e82540c24364faed947b203,17280046800870772495,R_1063.jpg,Recyclable
ok,2537.42,142.23,False,False,False,01f8e03cc7dfec3aa214ee4de271dd87,18446730689938724864,R_1064.jpg,Recyclable
ok,5374.08,124.82,False,False,False,74018cd07411fb95c05b11aee7651996,8105490303462833726,R_1065.jpg,Recyclable
ok,13969.38,122.7,False,False,False,3691ca601174ae7dea99e775c4654483,11474933290736091395,R_1066.jpg,Recyclable
ok,2815.63,162.34,False,False,False,98fbf389bdbade387dbc8bc19e170716,17579750503226654912,R_1067.jpg,Recyclable
ok,229.52,197.03,False,False,False,ddfcab604de9524dd991b2c798e58c3d,18446744071578943999,R_1068.jpg,Recyclable
ok,234.64,220.93,False,False,True,87e15f531b3f63f2c8e908b38ab7df12,16710579925595711463,R_1069.jpg,Recyclable
ok,227.54,236.12,False,False,True,7c3057e4f00e0eed53e33b48c7f35e30,18444478950670459377,R_107.jpg,Recyclable
ok,2419.97,160.26,False,False,False,209cf481051616e718f0bc6de8965e80,18444479012110598160,R_1070.jpg,Recyclable
ok,1685.12,143.74,False,False,False,ddcf5060e4650269937591c64246ea30,9164846145338491135,R_1071.jpg,Recyclable
ok,873.2,192.4,False,False,False,cd7f348fadcffd84b7e9f9664aeae5aa,18430844600877958143,R_1072.jpg,Recyclable
ok,1814.43,102.3,False,False,False,84155aa6a352abac88a707ceb4246fa6,18691592032773730,R_1073.jpg,Recyclable
ok,12310.36,136.9,False,False,False,38b9429b894047814f01a1ba81632100,210225755750014,R_1074.jpg,Recyclable
ok,4196.77,200.23,False,False,False,83b59819379ec9ca9959dabfd6e153b5,18446744072393687425,R_1075.jpg,Recyclable
ok,29.99,138.81,True,False,False,fb912514b1adffc72ea211714be16fa3,873310048114085388,R_1076.jpg,Recyclable
ok,832.41,238.26,False,False,True,48877dd91832d0c992d76cc8aebb01df,4544079187211585535,R_1077.jpg,Recyclable
ok,1778.74,170.22,False,False,False,76644dc05d56e2b96c045e62672c9a1d,13971265450126441080,R_1078.jpg,Recyclable
ok,4173.41,136.02,False,False,False,e5523c550f8ce4580416554eca422372,18417753250417680384,R_1079.jpg,Recyclable
ok,779.32,160.83,False,False,False,6280fd91137f9588719295ce180d085f,63318675618324480,R_108.jpg,Recyclable
ok,773.49,187.15,False,False,False,fae793aeb09c442676ba62020fcb3056,18428499941744771519,R_1080.jpg,Recyclable
ok,2575.87,156.83,False,False,False,e61af141422ab2c1a97e7d7440ec9449,13803409640228323585,R_1081.jpg,Recyclable
ok,11510.66,141.18,False,False,False,029437bd0245ff07732a3be3a68f2fa5,18193429819110158143,R_1082.jpg,Recyclable
ok,399.52,242.08,False,False,True,4cd38ee85fbeb059545d8fff0d9c587a,18446717581946910972,R_1083.jpg,Recyclable
ok,560.75,205.25,False,False,False,9252e0fc4ab4d58263ccf5652377b67e,16710540187951940547,R_1084.jpg,Recyclable
ok,951.79,190.02,False,False,False,94d929ae398522cb26031736b1e12883,18302059273112256895,R_1085.jpg,Recyclable
ok,2275.81,180.93,False,False,False,ffe365f32f35b6c92cb7c81ff0476d49,5701415836963570463,R_1086.jpg,Recyclable
ok,5.68,250.51,True,False,True,8a1a9cb05dc23b8a6c5c6f401383a115,16710579925595711463,R_1087.jpg,Recyclable
ok,414.94,247.03,False,False,True,23bd42583732b2c041496a1f9ae05c7f,16710540188490908647,R_1088.jpg,Recyclable
ok,698.05,200.24,False,False,False,2cb3648727cb1d1143b3e6c5014fbc0d,18446604991956374015,R_1089.jpg,Recyclable
ok,607.57,98.39,False,False,False,7774f571d12e9ffcccd8f1d1e84909d2,17293822570191579135,R_109.jpg,Recyclable
ok,4770.69,141.31,False,False,False,5dfa5125c9abffd7af9b173614378667,9114861759270246400,R_1090.jpg,Recyclable
ok,830.95,128.54,False,False,False,11e74e36316631a474b18e3f3d5e030b,6853092127275784,R_1091.jpg,Recyclable
ok,17.74,225.81,True,False,True,9f561dcff25bebe02ebd1ea2af309d64,5023662423520084471,R_1092.jpg,Recyclable
ok,1523.37,93.87,False,False,False,22914a63af91b9494a81290c18c6237f,6817212073508863,R_1093.jpg,Recyclable
ok,30345.57,107.92,False,False,False,df88eea5c250b44ee3eb38247e0a2b72,8087971383434217568,R_1094.jpg,Recyclable
ok,818.61,148.52,False,False,False,6ea89edab1bbc4ee2ccdc2f1ec8a24bb,9720677675874813649,R_1095.jpg,Recyclable
ok,1507.33,193.07,False,False,False,9d4a07d5bc7cd429d36495c400d16ffa,18439286642561876479,R_1096.jpg,Recyclable
ok,22.36,194.77,True,False,False,054070b936bc4a40536f43a5cb1702ea,18442138232444666367,R_1097.jpg,Recyclable
ok,1931.4,216.74,False,False,False,9faf388455d0e1e2238a88cd5bf17a9e,18412121552078831871,R_1098.jpg,Recyclable
ok,534.19,129.42,False,False,False,1ed84af23c989caff7eccbb97f3b6bc0,18446393057924152320,R_1099.jpg,Recyclable
ok,525.02,225.4,False,False,True,b66e41520a690f71d6095dd92f9e11a7,18433171158888203207,R_11.jpg,Recyclable
ok,4380.86,206.15,False,False,False,5da035ec099deb8dfaa2193915eaa62b,4539909483275420035,R_110.jpg,Recyclable
ok,413.93,231.76,False,False,True,df800bbb8427567fe042fea334786ae8,11938313812597867007,R_1100.jpg,Recyclable
ok,726.55,231.98,False,False,True,3c6826376d8ddc21e9710dda0b93be13,9187343236111597568,R_1101.jpg,Recyclable
ok,3408.26,203.15,False,False,False,893e8cfae0b00af6539b91287461c69d,18410441528478007295,R_1102.jpg,Recyclable
ok,964.18,169.62,False,False,False,36c055c189fadc849552523dec25f3d2,14964057635777872647,R_1103.jpg,Recyclable
ok,1408.23,161.86,False,False,False,9ab450578f3ad1e4628364a3a7b2cde5,6950883811551511170,R_1104.jpg,Recyclable
ok,1005.76,182.39,False,False,False,b93f9b5279c761621968c6f0a75cae63,18410856911776579583,R_1105.jpg,Recyclable
ok,40.15,240.84,True,False,True,1ac3e6233d148b995a6ad67f8277b5e4,16710575372324029439,R_1106.jpg,Recyclable
ok,990.07,235.54,False,False,True,d680d5777e52ed60b258817b63c987f9,18383446353234624767,R_1107.jpg,Recyclable
ok,4198.25,140.14,False,False,False,1c5faa363694bad41d715bac3ebb567d,18446673193864399641,R_1108.jpg,Recyclable
ok,1.8,168.26,True,False,False,a09d4e02e2e58f40804b8ff81cbca4da,2242792510410978231,R_1109.jpg,Recyclable
ok,1492.26,232.33,False,False,True,9e177d071014a90235b5e4f0bc9dca4c,17866874714630374273,R_111.jpg,Recyclable
ok,1026.02,200.9,False,False,False,098be10a7d6ae31ed5942f5f9792e264,13815881778026655745,R_1110.jpg,Recyclable
ok,1058.69,131.87,False,False,False,63277668e397d0ec01e189395413848c,13564610275242224,R_1111.jpg,Recyclable
ok,3866.31,166.27,False,False,False,694cc068ab48f7e37e328fe7dc914038,439948935167,R_1112.jpg,Recyclable
ok,89.93,240.82,True,False,True,76b9b82911fb66f7ab1ae280fd2e5139,18439962027280820223,R_1113.jpg,Recyclable
ok,20.24,243.78,True,False,True,6ec31100ef10c1601a62e4321f6ffa41,16710540187951940547,R_1114.jpg,Recyclable
ok,116.29,223.09,False,False,True,62fb695b0b202b476805ea41507fca02,18439962182506512355,R_1115.jpg,Recyclable
ok,6504.31,157.9,False,False,False,98fec92a4b0347374b85cde4ac638b79,18229687887699941624,R_1116.jpg,Recyclable
ok,2873.75,148.86,False,False,False,fd0759f42fd7f6cc5be244437d4cddd5,4043137853450878974,R_1117.jpg,Recyclable
ok,704.73,158.29,False,False,False,1664f971e81cd4964d9d6ac1c9cb16bb,1405123075032285441,R_1118.jpg,Recyclable
ok,8080.16,138.19,False,False,False,9b6af6de8f9ad074b827b1079d028475,18158512558865170432,R_1119.jpg,Recyclable
ok,3317.44,203.71,False,False,False,14cfdbf886525a7ab2a6def29ddd563f,18446717426717655296,R_112.jpg,Recyclable
ok,1127.41,31.01,False,True,False,9d67cdae5e03cf54d7b0e349e364cfce,9113166709291120,R_1120.jpg,Recyclable
ok,628.63,158.48,False,False,False,59483709a5ada7a55ba2040f25a3f590,18379259804884459641,R_1121.jpg,Recyclable
ok,2297.18,158.68,False,False,False,dbd692635cb5a3a094d22f7b7f8fa60d,18374686480686645247,R_1122.jpg,Recyclable
ok,5.4,184.58,True,False,False,b508d2038e8fd34ce3dcc718efeab6f3,11497442592226744079,R_1123.jpg,Recyclable
ok,293.64,177.65,False,False,False,2a8615e4ff943521987525656b0f6f0b,16493561615132589248,R_1124.jpg,Recyclable
ok,1736.49,209.83,False,False,False,ce9299e27e85b48d81c69f8d90091107,18428950439921371338,R_1125.jpg,Recyclable
ok,8.99,237.07,True,False,True,ab2220a8063d5c8b57f81666feda7398,16710540188086682595,R_1126.jpg,Recyclable
ok,12.26,111.44,True,False,False,c8d9caf47f67ef2ed82740e5032f25a6,8680824879906961456,R_1127.jpg,Recyclable
ok,465.71,209.9,False,False,False,486526ba1c6b3e2b464a189105e20e04,234186279485423,R_1128.jpg,Recyclable
ok,1081.17,236.25,False,False,True,98f64796d89c456831e59dfe1a5a3997,4557627151111699647,R_1129.jpg,Recyclable
ok,1284.83,226.59,False,False,True,d54f55f34cf91e082884a8e94c82e29a,18446178372694572800,R_113.jpg,Recyclable
ok,502.3,143.23,False,False,False,a08df57950911c971619f518c93571bd,4941334607920,R_1130.jpg,Recyclable
ok,1790.48,221.49,False,False,True,2eb929d7564180ee92e879e4eaac6ac2,16717330762097958126,R_1131.jpg,Recyclable
ok,3528.53,124.84,False,False,False,349f00dd650cd411a50727a0ce1ea35a,9186703298232348976,R_1132.jpg,Recyclable
ok,74.27,167.45,True,False,False,d2da97f4055df682fb9d20854fe05283,9223164259339798274,R_1133.jpg,Recyclable
ok,15.1,102.85,True,False,False,d4c4f2c7956382d22d6d861f306c5c03,2242545357710888838,R_1134.jpg,Recyclable
ok,266.81,29.62,False,True,False,7a97c80e9baf4d7e63c52fbf518f6901,8830654939135,R_1135.jpg,Recyclable
ok,615.73,175.44,False,False,False,93891857755597c9e1662410725219a7,11863858714180363519,R_1136.jpg,Recyclable
ok,384.6,245.45,False,False,True,c80ee8028f2681a3d3485cb750ec10b3,16709414288045097923,R_1137.jpg,Recyclable
ok,1453.03,198.68,False,False,False,08e1fb48e340c7f088dad0d4cab749cf,18445567046524897727,R_1138.jpg,Recyclable
ok,1749.29,105.94,False,False,False,eac014ee79af40abeeacdb1d121a623c,873698660561206847,R_1139.jpg,Recyclable
ok,1669.59,148.09,False,False,False,d1938cecb9db75cd07f6252532c8e067,2338062684025680386,R_114.jpg,Recyclable
ok,374.91,195.0,False,False,False,f559b0eca7d8891460b7027aedd39620,18432675923393612984,R_1140.jpg,Recyclable
ok,1376.65,131.59,False,False,False,53fcfe9469e7abd9affb8bae8372e9c9,620543317854925052,R_1141.jpg,Recyclable
ok,7320.41,135.15,False,False,False,4b229b5898870f062d4b55ffefe4d5cf,867137263711367706,R_1142.jpg,Recyclable
ok,11389.58,128.2,False,False,False,1208b42987e6eb5b008c4051468df36f,18446602427990802448,R_1143.jpg,Recyclable
ok,1910.34,160.58,False,False,False,0df722332c25c0cb886c8cfd1b55337a,1325153146128036851,R_1144.jpg,Recyclable
ok,3349.51,112.12,False,False,False,327aba6ad35291781e77b8419a6fedaa,5548147599822560348,R_1145.jpg,Recyclable
ok,94.06,178.06,True,False,False,ce129c46ddf07be81275d2f2498a92a9,229745395108814336,R_1146.jpg,Recyclable
ok,5.82,151.16,True,False,False,c32b86c1582955758e005d98f0b7e0a9,18445048184414733575,R_1147.jpg,Recyclable
ok,638.8,116.68,False,False,False,a845f5af6b9bb505c90324be38c2afe8,18211625060358174679,R_1148.jpg,Recyclable
ok,395.62,234.42,False,False,True,2f53c492f3f09aa6e5acf5263589e111,18392423816312717759,R_1149.jpg,Recyclable
ok,2267.15,147.72,False,False,False,4f1913f010f93b52f69ff8ee9f7cfe2a,13835057733159618560,R_115.jpg,Recyclable
ok,1046.7,111.54,False,False,False,7ad3bc3352ef071d54feb9745e6bdc6d,2337615532045041406,R_1150.jpg,Recyclable
ok,1805.27,199.5,False,False,False,730caae6c571b23dda3213f9cc57d088,18422257406471036159,R_1151.jpg,Recyclable
ok,21.02,131.05,True,False,False,b3bbaab0db77bbc629a30f1ec275e74b,13124977071814409471,R_1152.jpg,Recyclable
ok,1901.67,96.24,False,False,False,5f354e9fb51125277cd3632b0d661f95,6786048327646720,R_1153.jpg,Recyclable
ok,3699.72,111.48,False,False,False,eb3e80c930daa58f82577e26715c9b75,2269391308850775052,R_1154.jpg,Recyclable
ok,2478.99,244.29,False,False,True,278df5ad266f4b8a7abca8582cdf49b0,1103117789155033058,R_1155.jpg,Recyclable
ok,2907.61,232.21,False,False,True,0f309d26dffeb38bce3fc520437d7ab7,18439948823439704555,R_1156.jpg,Recyclable
ok,1326.21,206.48,False,False,False,d73428444ace3dfa721c648b64ad376b,9187060652397037568,R_1157.jpg,Recyclable
ok,1342.41,238.45,False,False,True,c43a3caf45728b8d972a8e028e175e99,18446717427325847527,R_1158.jpg,Recyclable
ok,727.17,223.65,False,False,True,698804c21046f5327f88cc6a29edce12,18446704249762202563,R_1159.jpg,Recyclable
ok,2542.16,128.6,False,False,False,f910a2b24bcc0693ca17e1d68245f70c,17345790680051006526,R_116.jpg,Recyclable
ok,3405.18,129.97,False,False,False,1564b36e16a816ddbb93466da3681e10,4431542031436742656,R_1160.jpg,Recyclable
ok,2256.55,144.51,False,False,False,00ef06125af396641fb6f15c142e37f2,1193894345802566346,R_1161.jpg,Recyclable
ok,194.12,137.52,False,False,False,6b500f753c9336ccff49a5dd14f81f62,8930356583918993408,R_1162.jpg,Recyclable
ok,1772.01,119.23,False,False,False,d0923f27568699b6f885be8ff708ad7f,26650167843327,R_1163.jpg,Recyclable
ok,3667.15,112.51,False,False,False,81589a5337ccfc980093fc733228bed6,9583089313202569732,R_1164.jpg,Recyclable
ok,512.1,242.58,False,False,True,16b54e6b9719404b0b1d5bb079deed09,13776445224953839615,R_1165.jpg,Recyclable
ok,993.41,232.98,False,False,True,e5ac1686c398af21da596aa73b5c841f,17834749036748440055,R_1166.jpg,Recyclable
ok,1144.0,105.09,False,False,False,e6728ab0dd07366f65577e54418e575f,3224506685917757536,R_1167.jpg,Recyclable
ok,1857.63,205.27,False,False,False,a440868c752f8fcaa3d28d645a24ad1b,16710540187954309095,R_1168.jpg,Recyclable
ok,1279.36,181.69,False,False,False,947999f2e03e51fda3904fcb5922da3c,18446462598732906495,R_1169.jpg,Recyclable
ok,847.13,249.52,False,False,True,4b683fa9ac9dcf2964e59ff443d9bff2,18446717143793264521,R_117.jpg,Recyclable
ok,992.22,86.63,False,False,False,d693a2577fd1cd79e7b2cff814164e97,18374720564481228807,R_1170.jpg,Recyclable
ok,11.03,131.19,True,False,False,d07fe291ef57f5c6c69f39394246c854,18446730646790537472,R_1171.jpg,Recyclable
ok,550.15,233.49,False,False,True,57731fa8a5fbe794fa7b4fb336b68e2d,13812407581034971903,R_1172.jpg,Recyclable
ok,2373.85,74.06,False,False,False,6cfa5041e479164d8d48fb88a34bed20,139086060727846,R_1173.jpg,Recyclable
ok,3766.79,199.62,False,False,False,b5be8b334e4b76023874f53445711052,18443335054072578433,R_1174.jpg,Recyclable
ok,8830.62,200.64,False,False,False,af04e4de06bf5ac135769416d7dc64fb,18411278191873425664,R_1175.jpg,Recyclable
ok,3338.96,127.31,False,False,False,3dc7ff248e962ea0366154599020b5a5,4340410370283878713,R_1176.jpg,Recyclable
ok,913.15,106.86,False,False,False,5a6aa07d4711a07601d2d398b8ad4638,8948716618243508767,R_1177.jpg,Recyclable
ok,126.99,161.73,False,False,False,4b66199ebf461bfe478b2efb70ca6155,238581121548031,R_1178.jpg,Recyclable
ok,883.13,127.13,False,False,False,2c576fb298356a2b4d83b80843e01718,4553201040718024386,R_1179.jpg,Recyclable
ok,6577.2,152.27,False,False,False,58005acfba71afb4842340cbe1566ead,18228323910376489983,R_118.jpg,Recyclable
ok,7826.24,166.01,False,False,False,a82ece24700bd662e9a125c0163ae8f2,2414461997596351,R_1180.jpg,Recyclable
ok,8458.3,124.76,False,False,False,d4fb61cd5b99d3519caa714b3968d675,4741714228189397253,R_1181.jpg,Recyclable
ok,1382.5,213.97,False,False,False,d87badcca6818ed2188a075fe0beeae8,13658852511675089124,R_1182.jpg,Recyclable
ok,64.82,237.63,True,False,True,69e24e2a149f836c6f8b45fad93c163a,14974415760099886019,R_1183.jpg,Recyclable
ok,2776.18,209.11,False,False,False,42cae7333b2b6168c06d2d83469aa303,18410571408223379231,R_1184.jpg,Recyclable
ok,13180.22,184.04,False,False,False,6cc3efa1fd13dbce1d982e04c9875e03,18410997851170537727,R_1185.jpg,Recyclable
ok,1277.84,84.71,False,False,False,b122dca440c5986ff06d28eb6ea8ded0,217018854155425792,R_1186.jpg,Recyclable
ok,20.0,242.47,True,False,True,96cd06d024e3d20029c082678ef5c1ab,16710540187951940547,R_1187.jpg,Recyclable
ok,8.52,132.42,True,False,False,6e9703ce2c6dbc6eb1ccefb787c21ba1,18356245741147046016,R_1188.jpg,Recyclable
ok,7806.24,123.56,False,False,False,1609baf0914ce0df4452aebcc49554b2,9006353130721918008,R_1189.jpg,Recyclable
ok,650.48,77.52,False,False,False,706d9ea21eff4f8dcb90fe5eb9e8f378,10132569601753875984,R_119.jpg,Recyclable
ok,737.29,234.86,False,False,True,d4090c344418662b4a1d39008a1ce596,18430954845205939183,R_1190.jpg,Recyclable
ok,1368.18,217.83,False,False,False,e00ead38a04b2f2486d77100fb7a0124,18374695311147859199,R_1191.jpg,Recyclable
ok,4726.41,135.29,False,False,False,8be4ede70abc9bfc3b27c1b156772695,9114857319118463971,R_1192.jpg,Recyclable
ok,709.45,118.7,False,False,False,33dc434db69d3da1804d0b288592d50b,9223372036187897856,R_1193.jpg,Recyclable
ok,940.12,199.43,False,False,False,3c6569a70c88f20295ff8aaf40dbdc5c,18446644039642996480,R_1194.jpg,Recyclable
ok,1493.37,227.83,False,False,True,2a6aa0b953e16597762f52bed0845185,18446673161652043007,R_1195.jpg,Recyclable
ok,1224.86,131.07,False,False,False,d4af8c9aafc0039561b5f587edef9e42,9277665869242167664,R_1196.jpg,Recyclable
ok,1442.89,137.16,False,False,False,a35e64f6a9f983a4bd5a478d19f5e78a,9138351140360024561,R_1197.jpg,Recyclable
ok,1019.21,98.69,False,False,False,8f4a18b235518640dd4a5091479dec22,7035774906079232,R_1198.jpg,Recyclable
ok,1825.12,134.44,False,False,False,62cc800532b85cf8661efc3e34878359,18443334352860414723,R_1199.jpg,Recyclable
