nama_file,label,pred_label,prob_recyclable,prob_electronic,prob_organic,skor_variansi,skor_entropi,skor_grabcut,skor_akhir,kategori,rule_triggered,prob_recyclable_adj,prob_organic_adj,prob_electronic_adj,pred_label_after,kelompok,pred_clip,prob_recyclable_clip,prob_electronic_clip,prob_organic_clip,pred_siglip,prob_recyclable_siglip,prob_electronic_siglip,prob_organic_siglip
R_5343.jpg,Recyclable,Organic,0.2827669680118561,0.0694403052330017,0.6477926969528198,1.0,0.992,0.301,0.773,full_frame,True,0.382766968011856,0.5477926969528198,0.0694403350353241,Organic,recyclable_salah_jadi_organic,Organic,0.3668,0.0688,0.5645,Organic,0.2239,0.0273,0.7488
R_5442.jpg,Recyclable,Organic,0.3785467743873596,0.0551173463463783,0.566335916519165,0.559,0.886,0.308,0.458,perlu_cek_manual,False,0.3785467743873596,0.566335916519165,0.0551173463463783,Organic,recyclable_salah_jadi_organic,Organic,0.4931,0.0004,0.5065,Organic,0.4435,0.0636,0.4929
R_568.jpg,Recyclable,Organic,0.1122864708304405,0.1070605590939521,0.7806529998779297,1.0,0.852,0.513,0.595,perlu_cek_manual,False,0.1122864708304405,0.7806529998779297,0.1070605590939521,Organic,recyclable_salah_jadi_organic,Recyclable,0.3941,0.3635,0.2423,Organic,0.1585,0.0586,0.7829
R_572.jpg,Recyclable,Organic,0.4841825067996979,0.0240923818200826,0.4917251169681549,0.058,0.706,0.402,0.239,background_terpisah,False,0.4841825067996979,0.4917251169681549,0.0240923818200826,Organic,recyclable_salah_jadi_organic,Recyclable,0.8732,0.1192,0.0075,Organic,0.0171,0.0329,0.95
R_6060.jpg,Recyclable,Organic,0.4029184281826019,0.0516750216484069,0.5454065799713135,0.611,0.502,0.662,0.499,perlu_cek_manual,False,0.4029184281826019,0.5454065799713135,0.0516750216484069,Organic,recyclable_salah_jadi_organic,Organic,0.2279,0.0058,0.7663,Electronic,0.0475,0.7371,0.2154
R_6092.jpg,Recyclable,Organic,0.3024563491344452,0.0312237236648798,0.6663199067115784,0.0,0.03,0.616,0.129,background_terpisah,False,0.3024563491344452,0.6663199067115784,0.0312237236648798,Organic,recyclable_salah_jadi_organic,Organic,0.196,0.0384,0.7656,Electronic,0.0256,0.799,0.1754
R_6228.jpg,Recyclable,Organic,0.4345136880874634,0.0747476816177368,0.4907387197017669,0.214,0.405,0.695,0.326,background_terpisah,False,0.4345136880874634,0.4907387197017669,0.0747476816177368,Organic,recyclable_salah_jadi_organic,Organic,0.2382,0.0101,0.7518,Electronic,0.1505,0.7085,0.141
R_637.jpg,Recyclable,Organic,0.0925607159733772,0.1076860800385475,0.7997531890869141,0.917,1.0,0.095,0.494,perlu_cek_manual,False,0.0925607159733772,0.7997531890869141,0.1076860800385475,Organic,recyclable_salah_jadi_organic,Recyclable,0.8341,0.011,0.1549,Organic,0.2739,0.1658,0.5604
R_664.jpg,Recyclable,Organic,0.1090122312307357,0.0621732734143734,0.8288145065307617,1.0,0.972,0.192,0.772,full_frame,True,0.2090122312307357,0.7288145065307617,0.0621732622385025,Organic,recyclable_salah_jadi_organic,Recyclable,0.7021,0.0738,0.2241,Organic,0.0901,0.3078,0.602
R_690.jpg,Recyclable,Organic,0.1813139766454696,0.0429414175450801,0.7757446765899658,1.0,1.0,0.034,0.778,full_frame,True,0.2813139766454696,0.6757446765899658,0.0429413467645645,Organic,recyclable_salah_jadi_organic,Organic,0.4371,0.0282,0.5347,Organic,0.1127,0.1268,0.7605
R_7049.jpg,Recyclable,Organic,0.3259268701076507,0.2711468636989593,0.4029262661933899,0.072,0.107,0.282,0.117,background_terpisah,False,0.3259268701076507,0.4029262661933899,0.2711468636989593,Organic,recyclable_salah_jadi_organic,Recyclable,0.9161,0.022,0.0619,Organic,0.0036,0.162,0.8343
R_7094.jpg,Recyclable,Organic,0.305013507604599,0.1007809862494468,0.5942054986953735,0.179,0.384,0.42,0.4,perlu_cek_manual,False,0.305013507604599,0.5942054986953735,0.1007809862494468,Organic,recyclable_salah_jadi_organic,Recyclable,0.9193,0.0001,0.0806,Organic,0.1645,0.3364,0.4991
R_7140.jpg,Recyclable,Organic,0.063544675707817,0.0080148167908191,0.9284405708312988,1.0,1.0,0.0,0.742,full_frame,True,0.163544675707817,0.8284405708312989,0.008014753460884,Organic,recyclable_salah_jadi_organic,Recyclable,0.5113,0.089,0.3996,Recyclable,0.4892,0.1764,0.3344
R_7205.jpg,Recyclable,Organic,0.0640903264284133,0.0505096539855003,0.8854000568389893,0.0,0.018,0.566,0.117,background_terpisah,False,0.0640903264284133,0.8854000568389893,0.0505096539855003,Organic,recyclable_salah_jadi_organic,Recyclable,0.628,0.0003,0.3718,Organic,0.1038,0.3147,0.5814
R_7225.jpg,Recyclable,Organic,0.1176800951361656,0.0571430474519729,0.8251768946647644,0.094,0.503,0.485,0.238,background_terpisah,False,0.1176800951361656,0.8251768946647644,0.0571430474519729,Organic,recyclable_salah_jadi_organic,Recyclable,0.9332,0.0001,0.0667,Organic,0.0659,0.1653,0.7687
R_7226.jpg,Recyclable,Organic,0.2583378851413727,0.0378731712698936,0.7037889361381531,0.531,0.541,0.351,0.429,perlu_cek_manual,False,0.2583378851413727,0.7037889361381531,0.0378731712698936,Organic,recyclable_salah_jadi_organic,Recyclable,0.6303,0.0011,0.3686,Organic,0.0227,0.1242,0.8531
R_779.jpg,Recyclable,Organic,0.2290602773427963,0.0919079631567001,0.6790317296981812,0.523,0.946,0.384,0.689,full_frame,False,0.2290602773427963,0.6790317296981812,0.0919079631567001,Organic,recyclable_salah_jadi_organic,Organic,0.3424,0.2855,0.3721,Organic,0.026,0.2285,0.7455
R_796.jpg,Recyclable,Organic,0.2244413197040558,0.0422408729791641,0.7333177924156189,1.0,0.964,0.0,0.792,full_frame,True,0.3244413197040557,0.6333177924156189,0.0422408878803253,Organic,recyclable_salah_jadi_organic,Organic,0.3215,0.0071,0.6715,Recyclable,0.671,0.2733,0.0557
R_7961.jpg,Recyclable,Organic,0.289311021566391,0.0770305320620536,0.6336584091186523,0.425,0.64,0.35,0.436,perlu_cek_manual,False,0.289311021566391,0.6336584091186523,0.0770305320620536,Organic,recyclable_salah_jadi_organic,Organic,0.005,0.0045,0.9905,Organic,0.1216,0.3688,0.5096
R_799.jpg,Recyclable,Organic,0.1021711230278015,0.0293984096497297,0.868430495262146,0.418,0.964,0.59,0.707,full_frame,False,0.1021711230278015,0.868430495262146,0.0293984096497297,Organic,recyclable_salah_jadi_organic,Recyclable,0.9857,0.0003,0.014,Recyclable,0.4448,0.299,0.2562
R_800.jpg,Recyclable,Organic,0.152021437883377,0.0569462291896343,0.7910323143005371,1.0,0.936,0.257,0.697,full_frame,True,0.252021437883377,0.6910323143005371,0.0569462478160858,Organic,recyclable_salah_jadi_organic,Recyclable,0.9445,0.0002,0.0553,Organic,0.0145,0.0207,0.9647
R_8201.jpg,Recyclable,Organic,0.445427805185318,0.0409263335168361,0.5136458873748779,0.073,0.76,0.18,0.317,background_terpisah,False,0.445427805185318,0.5136458873748779,0.0409263335168361,Organic,recyclable_salah_jadi_organic,Recyclable,0.6257,0.2739,0.1004,Organic,0.0041,0.0554,0.9406
R_821.jpg,Recyclable,Organic,0.3367270231246948,0.1559254825115203,0.5073475241661072,0.114,0.43,0.397,0.289,background_terpisah,False,0.3367270231246948,0.5073475241661072,0.1559254825115203,Organic,recyclable_salah_jadi_organic,Recyclable,0.6772,0.2515,0.0713,Organic,0.0599,0.3664,0.5737
R_8257.jpg,Recyclable,Organic,0.3367674648761749,0.0117294760420918,0.6515030860900879,1.0,0.955,0.447,0.807,full_frame,False,0.3367674648761749,0.6515030860900879,0.0117294760420918,Organic,recyclable_salah_jadi_organic,Organic,0.0258,0.0003,0.9739,Electronic,0.0704,0.6899,0.2397
R_8275.jpg,Recyclable,Organic,0.1857010424137115,0.0476050153374671,0.7666939496994019,0.849,0.883,0.407,0.636,perlu_cek_manual,False,0.1857010424137115,0.7666939496994019,0.0476050153374671,Organic,recyclable_salah_jadi_organic,Recyclable,0.507,0.0441,0.4488,Organic,0.0093,0.3115,0.6792
R_8327.jpg,Recyclable,Organic,0.041796863079071,0.0171474199742078,0.9410556554794312,0.589,0.972,0.136,0.698,full_frame,False,0.041796863079071,0.9410556554794312,0.0171474199742078,Organic,recyclable_salah_jadi_organic,Recyclable,0.5057,0.0496,0.4447,Organic,0.0025,0.0254,0.972
R_841.jpg,Recyclable,Organic,0.300302654504776,0.1411309689283371,0.5585663914680481,0.827,0.954,0.498,0.568,perlu_cek_manual,False,0.300302654504776,0.5585663914680481,0.1411309689283371,Organic,recyclable_salah_jadi_organic,Recyclable,0.8497,0.0334,0.1169,Organic,0.2327,0.1143,0.6529
R_8471.jpg,Recyclable,Organic,0.2025675475597381,0.071869172155857,0.7255632877349854,0.15,0.157,0.213,0.151,background_terpisah,False,0.2025675475597381,0.7255632877349854,0.071869172155857,Organic,recyclable_salah_jadi_organic,Organic,0.2875,0.282,0.4305,Organic,0.129,0.1194,0.7516
R_8639.jpg,Recyclable,Organic,0.4325236082077026,0.127746120095253,0.4397302269935608,0.965,0.856,0.312,0.763,full_frame,False,0.4325236082077026,0.4397302269935608,0.127746120095253,Organic,recyclable_salah_jadi_organic,Recyclable,0.4994,0.3303,0.1703,Organic,0.0825,0.0987,0.8188
R_870.jpg,Recyclable,Organic,0.3164985179901123,0.1377253383398056,0.5457760691642761,1.0,0.686,0.418,0.628,perlu_cek_manual,False,0.3164985179901123,0.5457760691642761,0.1377253383398056,Organic,recyclable_salah_jadi_organic,Recyclable,0.913,0.0298,0.0572,Electronic,0.1345,0.65,0.2155
R_875.jpg,Recyclable,Organic,0.3963541984558105,0.0493800602853298,0.5542656779289246,1.0,0.936,0.512,0.788,full_frame,False,0.3963541984558105,0.5542656779289246,0.0493800602853298,Organic,recyclable_salah_jadi_organic,Recyclable,0.8201,0.0016,0.1784,Organic,0.1431,0.2211,0.6358
R_8999.jpg,Recyclable,Organic,0.234913095831871,0.0593375824391841,0.7057492733001709,0.141,0.568,0.218,0.328,background_terpisah,False,0.234913095831871,0.7057492733001709,0.0593375824391841,Organic,recyclable_salah_jadi_organic,Organic,0.0174,0.0003,0.9823,Organic,0.0767,0.0372,0.8861
R_9065.jpg,Recyclable,Organic,0.2923378646373749,0.0465640388429164,0.6610981225967407,1.0,1.0,0.294,0.859,full_frame,True,0.3923378646373748,0.5610981225967407,0.0465640127658844,Organic,recyclable_salah_jadi_organic,Organic,0.4122,0.0044,0.5834,Organic,0.0148,0.4148,0.5705
R_9080.jpg,Recyclable,Organic,0.4593983590602875,0.0544679388403892,0.4861336648464203,1.0,0.906,0.197,0.726,full_frame,False,0.4593983590602875,0.4861336648464203,0.0544679388403892,Organic,recyclable_salah_jadi_organic,Organic,0.073,0.007,0.9199,Electronic,0.0689,0.6285,0.3026
R_9347.jpg,Recyclable,Organic,0.316276490688324,0.0585581883788108,0.6251653432846069,0.564,0.457,0.131,0.38,perlu_cek_manual,False,0.316276490688324,0.6251653432846069,0.0585581883788108,Organic,recyclable_salah_jadi_organic,Recyclable,0.562,0.0274,0.4106,Organic,0.0368,0.0334,0.9299
R_939.jpg,Recyclable,Organic,0.1808212846517563,0.1646655648946762,0.6545131206512451,0.251,0.239,0.387,0.297,background_terpisah,False,0.1808212846517563,0.6545131206512451,0.1646655648946762,Organic,recyclable_salah_jadi_organic,Recyclable,0.8974,0.0013,0.1013,Organic,0.3179,0.2882,0.3939
R_9541.jpg,Recyclable,Organic,0.4377678334712982,0.0469287969172,0.515303373336792,0.933,0.925,0.415,0.657,full_frame,False,0.4377678334712982,0.515303373336792,0.0469287969172,Organic,recyclable_salah_jadi_organic,Organic,0.1176,0.1095,0.7729,Organic,0.005,0.0656,0.9295
R_9565.jpg,Recyclable,Organic,0.3361333012580871,0.1038706228137016,0.5599960684776306,0.864,0.74,0.485,0.56,perlu_cek_manual,False,0.3361333012580871,0.5599960684776306,0.1038706228137016,Organic,recyclable_salah_jadi_organic,Recyclable,0.5795,0.0242,0.3963,Organic,0.0805,0.225,0.6945
R_9988.jpg,Recyclable,Organic,0.4286155104637146,0.1373893320560455,0.4339951574802398,0.51,0.996,0.641,0.781,full_frame,False,0.4286155104637146,0.4339951574802398,0.1373893320560455,Organic,recyclable_salah_jadi_organic,Recyclable,0.6014,0.0408,0.3578,Organic,0.0777,0.0421,0.8802
O_10003.jpg,Organic,Organic,0.1883786171674728,0.0297293104231357,0.7818920612335205,0.482,0.965,0.4,0.609,perlu_cek_manual,False,0.1883786171674728,0.7818920612335205,0.0297293104231357,Organic,organic_sudah_benar,Organic,0.0065,0.0045,0.9889,Organic,0.026,0.0661,0.9079
O_10010.jpg,Organic,Organic,0.1198134273290634,0.1449090838432312,0.7352774739265442,1.0,1.0,0.442,0.844,full_frame,False,0.1198134273290634,0.7352774739265442,0.1449090838432312,Organic,organic_sudah_benar,Organic,0.4582,0.0271,0.5148,Organic,0.0728,0.0357,0.8915
O_10016.jpg,Organic,Organic,0.0533889308571815,0.0302654653787612,0.9163455963134766,1.0,0.953,0.279,0.778,full_frame,True,0.1533889308571815,0.8163455963134766,0.0302654728293418,Organic,organic_sudah_benar,Organic,0.012,0.0016,0.9863,Organic,0.0093,0.0472,0.9435
O_10023.jpg,Organic,Organic,0.0570135861635208,0.0374019481241703,0.905584454536438,0.026,0.254,0.641,0.227,background_terpisah,False,0.0570135861635208,0.905584454536438,0.0374019481241703,Organic,organic_sudah_benar,Organic,0.0452,0.001,0.9538,Organic,0.2219,0.371,0.407
O_10027.jpg,Organic,Organic,0.0586182810366153,0.1807735413312912,0.7606081962585449,0.741,0.964,0.402,0.749,full_frame,False,0.0586182810366153,0.7606081962585449,0.1807735413312912,Organic,organic_sudah_benar,Organic,0.4204,0.0677,0.5118,Organic,0.0571,0.2582,0.6847
O_1003.jpg,Organic,Organic,0.4449409246444702,0.068638727068901,0.4864203631877899,1.0,0.997,0.026,0.734,full_frame,False,0.4449409246444702,0.4864203631877899,0.068638727068901,Organic,organic_sudah_benar,Organic,0.0505,0.0014,0.9481,Organic,0.032,0.3159,0.6521
O_10030.jpg,Organic,Organic,0.0323599390685558,0.0267754141241312,0.940864622592926,0.536,0.892,0.29,0.499,perlu_cek_manual,False,0.0323599390685558,0.940864622592926,0.0267754141241312,Organic,organic_sudah_benar,Organic,0.0165,0.0027,0.9808,Organic,0.0265,0.042,0.9315
O_10031.jpg,Organic,Organic,0.2927844524383545,0.0790063440799713,0.6282091736793518,1.0,1.0,0.205,0.79,full_frame,True,0.3927844524383544,0.5282091736793518,0.0790063738822937,Organic,organic_sudah_benar,Recyclable,0.8406,0.0015,0.158,Electronic,0.0468,0.7419,0.2113
O_10035.jpg,Organic,Organic,0.4509672224521637,0.0484683252871036,0.5005643963813782,1.0,0.853,0.715,0.914,full_frame,False,0.4509672224521637,0.5005643963813782,0.0484683252871036,Organic,organic_sudah_benar,Organic,0.3066,0.0147,0.6786,Organic,0.1755,0.1567,0.6678
O_1004.jpg,Organic,Organic,0.0391256511211395,0.0197248850017786,0.9411494135856628,0.956,0.93,0.332,0.67,full_frame,True,0.1391256511211395,0.8411494135856629,0.0197249352931976,Organic,organic_sudah_benar,Organic,0.0037,0.0,0.9963,Electronic,0.0517,0.5178,0.4305
O_10050.jpg,Organic,Organic,0.3166731894016266,0.040354236960411,0.6429725289344788,0.045,0.688,0.372,0.226,background_terpisah,False,0.3166731894016266,0.6429725289344788,0.040354236960411,Organic,organic_sudah_benar,Organic,0.0836,0.0001,0.9163,Organic,0.1141,0.0913,0.7946
O_10055.jpg,Organic,Organic,0.108946792781353,0.0770861655473709,0.8139671087265015,1.0,1.0,0.498,0.636,perlu_cek_manual,False,0.108946792781353,0.8139671087265015,0.0770861655473709,Organic,organic_sudah_benar,Organic,0.2698,0.0036,0.7266,Organic,0.0273,0.0469,0.9258
O_10056.jpg,Organic,Organic,0.3155802488327026,0.1028270572423935,0.5815926790237427,1.0,1.0,0.125,0.759,full_frame,True,0.4155802488327026,0.4815926790237427,0.1028270721435546,Organic,organic_sudah_benar,Organic,0.4267,0.1224,0.4509,Recyclable,0.4232,0.3072,0.2696
O_10058.jpg,Organic,Organic,0.0518124364316463,0.0466650277376174,0.9015225768089294,1.0,0.966,0.484,0.867,full_frame,False,0.0518124364316463,0.9015225768089294,0.0466650277376174,Organic,organic_sudah_benar,Organic,0.0404,0.0002,0.9594,Organic,0.021,0.0145,0.9644
O_10060.jpg,Organic,Organic,0.3522056937217712,0.0381945557892322,0.609599769115448,1.0,0.965,0.0,0.757,full_frame,True,0.4522056937217712,0.509599769115448,0.0381945371627807,Organic,organic_sudah_benar,Organic,0.0697,0.0839,0.8464,Organic,0.0066,0.0191,0.9742
O_10062.jpg,Organic,Organic,0.0242244210094213,0.0366047918796539,0.9391708374023438,1.0,1.0,0.249,0.813,full_frame,True,0.1242244210094213,0.8391708374023438,0.0366047415882349,Organic,organic_sudah_benar,Organic,0.0823,0.0004,0.9174,Organic,0.045,0.0613,0.8936
O_10069.jpg,Organic,Organic,0.0294654313474893,0.0451794117689132,0.9253552556037904,1.0,1.0,0.0,0.709,full_frame,True,0.1294654313474893,0.8253552556037903,0.0451793130487203,Organic,organic_sudah_benar,Organic,0.0627,0.017,0.9204,Organic,0.0819,0.1516,0.7665
O_10072.jpg,Organic,Organic,0.0949616655707359,0.1146372556686401,0.7904011011123657,1.0,0.985,0.133,0.524,perlu_cek_manual,False,0.0949616655707359,0.7904011011123657,0.1146372556686401,Organic,organic_sudah_benar,Organic,0.4094,0.0016,0.589,Organic,0.161,0.372,0.467
O_10074.jpg,Organic,Organic,0.1085783913731575,0.0749243423342704,0.816497266292572,1.0,0.806,0.547,0.705,full_frame,False,0.1085783913731575,0.816497266292572,0.0749243423342704,Organic,organic_sudah_benar,Organic,0.019,0.0,0.981,Organic,0.1771,0.152,0.6709
O_10075.jpg,Organic,Organic,0.0850701704621315,0.0364985466003418,0.8784313201904297,0.018,0.131,0.374,0.119,background_terpisah,False,0.0850701704621315,0.8784313201904297,0.0364985466003418,Organic,organic_sudah_benar,Organic,0.0071,0.0004,0.9925,Organic,0.0226,0.0949,0.8826
