nama_file,label,lebar,tinggi,rasio_aspek,format_file,mode_warna,status
R_1041.jpg,Recyclable,258,195,1.323,jpg,RGB,ok
R_1042.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1043.jpg,Recyclable,276,183,1.508,jpg,RGB,ok
R_1044.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1045.jpg,Recyclable,297,169,1.757,jpg,RGB,ok
R_1046.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1047.jpg,Recyclable,298,169,1.763,jpg,RGB,ok
R_1048.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1049.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_105.jpg,Recyclable,274,184,1.489,jpg,RGB,ok
R_1050.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1051.jpg,Recyclable,289,174,1.661,jpg,RGB,ok
R_1052.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1053.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1054.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1055.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1056.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1057.jpg,Recyclable,326,155,2.103,jpg,RGB,ok
R_1058.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1059.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_106.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1060.jpg,Recyclable,274,184,1.489,jpg,RGB,ok
R_1061.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1062.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1063.jpg,Recyclable,246,205,1.2,jpg,RGB,ok
R_1064.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1065.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1066.jpg,Recyclable,261,193,1.352,jpg,RGB,ok
R_1067.jpg,Recyclable,263,192,1.37,jpg,RGB,ok
R_1068.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1069.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_107.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1070.jpg,Recyclable,280,180,1.556,jpg,RGB,ok
R_1071.jpg,Recyclable,399,126,3.167,jpg,RGB,ok
R_1072.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1073.jpg,Recyclable,247,204,1.211,jpg,RGB,ok
R_1074.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1075.jpg,Recyclable,315,160,1.969,jpg,RGB,ok
R_1076.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1077.jpg,Recyclable,294,172,1.709,jpg,RGB,ok
R_1078.jpg,Recyclable,286,176,1.625,jpg,RGB,ok
R_1079.jpg,Recyclable,279,181,1.541,jpg,RGB,ok
R_108.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1080.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1081.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1082.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1083.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1084.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1085.jpg,Recyclable,190,265,0.717,jpg,RGB,ok
R_1086.jpg,Recyclable,246,205,1.2,jpg,RGB,ok
R_1087.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1088.jpg,Recyclable,244,206,1.184,jpg,RGB,ok
R_1089.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_109.jpg,Recyclable,188,268,0.701,jpg,RGB,ok
R_1090.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1091.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1092.jpg,Recyclable,224,224,1.0,jpg,RGB,ok
R_1093.jpg,Recyclable,274,184,1.489,jpg,RGB,ok
R_1094.jpg,Recyclable,281,179,1.57,jpg,RGB,ok
R_1095.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1096.jpg,Recyclable,241,209,1.153,jpg,RGB,ok
R_1097.jpg,Recyclable,234,216,1.083,jpg,RGB,ok
R_1098.jpg,Recyclable,220,229,0.961,jpg,RGB,ok
R_1099.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_11.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_110.jpg,Recyclable,180,195,0.923,jpg,RGB,ok
R_1100.jpg,Recyclable,213,236,0.903,jpg,RGB,ok
R_1101.jpg,Recyclable,395,127,3.11,jpg,RGB,ok
R_1102.jpg,Recyclable,379,133,2.85,jpg,RGB,ok
R_1103.jpg,Recyclable,360,140,2.571,jpg,RGB,ok
R_1104.jpg,Recyclable,299,169,1.769,jpg,RGB,ok
R_1105.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1106.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1107.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1108.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1109.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_111.jpg,Recyclable,169,298,0.567,jpg,RGB,ok
R_1110.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1111.jpg,Recyclable,389,129,3.016,jpg,RGB,ok
R_1112.jpg,Recyclable,282,178,1.584,jpg,RGB,ok
R_1113.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1114.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1115.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1116.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1117.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1118.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1119.jpg,Recyclable,220,165,1.333,jpg,RGB,ok
R_112.jpg,Recyclable,251,201,1.249,jpg,RGB,ok
R_1120.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1121.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1122.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1123.jpg,Recyclable,297,170,1.747,jpg,RGB,ok
R_1124.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1125.jpg,Recyclable,305,165,1.848,jpg,RGB,ok
R_1126.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1127.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1128.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1129.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_113.jpg,Recyclable,263,192,1.37,jpg,RGB,ok
R_1130.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1131.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1132.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1133.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1134.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1135.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1136.jpg,Recyclable,213,237,0.899,jpg,RGB,ok
R_1137.jpg,Recyclable,207,244,0.848,jpg,RGB,ok
R_1138.jpg,Recyclable,287,175,1.64,jpg,RGB,ok
R_1139.jpg,Recyclable,299,169,1.769,jpg,RGB,ok
R_114.jpg,Recyclable,301,167,1.802,jpg,RGB,ok
R_1140.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1141.jpg,Recyclable,360,140,2.571,jpg,RGB,ok
R_1142.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1143.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1144.jpg,Recyclable,359,140,2.564,jpg,RGB,ok
R_1145.jpg,Recyclable,301,167,1.802,jpg,RGB,ok
R_1146.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1147.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1148.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1149.jpg,Recyclable,276,183,1.508,jpg,RGB,ok
R_115.jpg,Recyclable,314,161,1.95,jpg,RGB,ok
R_1150.jpg,Recyclable,310,162,1.914,jpg,RGB,ok
R_1151.jpg,Recyclable,225,224,1.004,jpg,RGB,ok
R_1152.jpg,Recyclable,285,177,1.61,jpg,RGB,ok
R_1153.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1154.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1155.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1156.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1157.jpg,Recyclable,316,160,1.975,jpg,RGB,ok
R_1158.jpg,Recyclable,202,250,0.808,jpg,RGB,ok
R_1159.jpg,Recyclable,276,183,1.508,jpg,RGB,ok
R_116.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1160.jpg,Recyclable,310,163,1.902,jpg,RGB,ok
R_1161.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1162.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1163.jpg,Recyclable,416,121,3.438,jpg,RGB,ok
R_1164.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1165.jpg,Recyclable,222,227,0.978,jpg,RGB,ok
R_1166.jpg,Recyclable,233,216,1.079,jpg,RGB,ok
R_1167.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1168.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1169.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_117.jpg,Recyclable,179,281,0.637,jpg,RGB,ok
R_1170.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1171.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1172.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1173.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1174.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1175.jpg,Recyclable,379,133,2.85,jpg,RGB,ok
R_1176.jpg,Recyclable,429,117,3.667,jpg,RGB,ok
R_1177.jpg,Recyclable,265,190,1.395,jpg,RGB,ok
R_1178.jpg,Recyclable,255,198,1.288,jpg,RGB,ok
R_1179.jpg,Recyclable,284,177,1.605,jpg,RGB,ok
R_118.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1180.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1181.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1182.jpg,Recyclable,271,186,1.457,jpg,RGB,ok
R_1183.jpg,Recyclable,220,200,1.1,jpg,RGB,ok
R_1184.jpg,Recyclable,384,131,2.931,jpg,RGB,ok
R_1185.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1186.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1187.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1188.jpg,Recyclable,351,144,2.438,jpg,RGB,ok
R_1189.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_119.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1190.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1191.jpg,Recyclable,288,175,1.646,jpg,RGB,ok
R_1192.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1193.jpg,Recyclable,340,148,2.297,jpg,RGB,ok
R_1194.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1195.jpg,Recyclable,200,200,1.0,jpg,RGB,ok
R_1196.jpg,Recyclable,235,215,1.093,jpg,RGB,ok
R_1197.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1198.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1199.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_12.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_120.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1200.jpg,Recyclable,252,200,1.26,jpg,RGB,ok
R_1201.jpg,Recyclable,297,169,1.757,jpg,RGB,ok
R_1202.jpg,Recyclable,221,228,0.969,jpg,RGB,ok
R_1203.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1204.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1205.jpg,Recyclable,249,203,1.227,jpg,RGB,ok
R_1206.jpg,Recyclable,276,183,1.508,jpg,RGB,ok
R_1207.jpg,Recyclable,160,315,0.508,jpg,RGB,ok
R_1208.jpg,Recyclable,207,243,0.852,jpg,RGB,ok
R_1209.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_121.jpg,Recyclable,296,170,1.741,jpg,RGB,ok
R_1210.jpg,Recyclable,272,185,1.47,jpg,RGB,ok
R_1211.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1212.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1213.jpg,Recyclable,286,176,1.625,jpg,RGB,ok
R_1214.jpg,Recyclable,347,145,2.393,jpg,RGB,ok
R_1215.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1216.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1217.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1218.jpg,Recyclable,297,170,1.747,jpg,RGB,ok
R_1219.jpg,Recyclable,280,180,1.556,jpg,RGB,ok
R_122.jpg,Recyclable,256,197,1.299,jpg,RGB,ok
R_1220.jpg,Recyclable,305,165,1.848,jpg,RGB,ok
R_1221.jpg,Recyclable,275,184,1.495,jpg,RGB,ok
R_1222.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1223.jpg,Recyclable,274,184,1.489,jpg,RGB,ok
R_1224.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1225.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1226.jpg,Recyclable,194,259,0.749,jpg,RGB,ok
R_1227.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1228.jpg,Recyclable,250,187,1.337,jpg,RGB,ok
R_1229.jpg,Recyclable,308,164,1.878,jpg,RGB,ok
R_123.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1230.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1231.jpg,Recyclable,399,126,3.167,jpg,RGB,ok
R_1232.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1233.jpg,Recyclable,276,183,1.508,jpg,RGB,ok
R_1234.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1235.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1236.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1237.jpg,Recyclable,215,234,0.919,jpg,RGB,ok
R_1238.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1239.jpg,Recyclable,303,166,1.825,jpg,RGB,ok
R_124.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1240.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1241.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1242.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1243.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1244.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1245.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1246.jpg,Recyclable,270,187,1.444,jpg,RGB,ok
R_1247.jpg,Recyclable,389,129,3.016,jpg,RGB,ok
R_1248.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1249.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_125.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1250.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1251.jpg,Recyclable,245,205,1.195,jpg,RGB,ok
R_1252.jpg,Recyclable,299,169,1.769,jpg,RGB,ok
R_1253.jpg,Recyclable,280,180,1.556,jpg,RGB,ok
R_1254.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1255.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1256.jpg,Recyclable,328,153,2.144,jpg,RGB,ok
R_1257.jpg,Recyclable,354,142,2.493,jpg,RGB,ok
R_1258.jpg,Recyclable,282,179,1.575,jpg,RGB,ok
R_1259.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_126.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1260.jpg,Recyclable,329,153,2.15,jpg,RGB,ok
R_1261.jpg,Recyclable,275,184,1.495,jpg,RGB,ok
R_1262.jpg,Recyclable,299,169,1.769,jpg,RGB,ok
R_1263.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1264.jpg,Recyclable,358,141,2.539,jpg,RGB,ok
R_1265.jpg,Recyclable,245,206,1.189,jpg,RGB,ok
R_1266.jpg,Recyclable,306,165,1.855,jpg,RGB,ok
R_1267.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1268.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1269.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_127.jpg,Recyclable,192,263,0.73,jpg,RGB,ok
R_1270.jpg,Recyclable,200,200,1.0,jpg,RGB,ok
R_1271.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1272.jpg,Recyclable,315,160,1.969,jpg,RGB,ok
R_1273.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1274.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1275.jpg,Recyclable,277,182,1.522,jpg,RGB,ok
R_1276.jpg,Recyclable,254,198,1.283,jpg,RGB,ok
R_1277.jpg,Recyclable,205,246,0.833,jpg,RGB,ok
R_1278.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1279.jpg,Recyclable,210,240,0.875,jpg,RGB,ok
R_128.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1280.jpg,Recyclable,272,185,1.47,jpg,RGB,ok
R_1281.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1282.jpg,Recyclable,241,209,1.153,jpg,RGB,ok
R_1283.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1284.jpg,Recyclable,334,151,2.212,jpg,RGB,ok
R_1285.jpg,Recyclable,315,160,1.969,jpg,RGB,ok
R_1286.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1287.jpg,Recyclable,199,254,0.783,jpg,RGB,ok
R_1288.jpg,Recyclable,234,215,1.088,jpg,RGB,ok
R_1289.jpg,Recyclable,228,221,1.032,jpg,RGB,ok
R_129.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1290.jpg,Recyclable,251,201,1.249,jpg,RGB,ok
R_1291.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1292.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1293.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1294.jpg,Recyclable,199,253,0.787,jpg,RGB,ok
R_1295.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1296.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1297.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1298.jpg,Recyclable,194,259,0.749,jpg,RGB,ok
R_1299.jpg,Recyclable,245,206,1.189,jpg,RGB,ok
R_13.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_130.jpg,Recyclable,240,195,1.231,jpg,RGB,ok
R_1300.jpg,Recyclable,379,133,2.85,jpg,RGB,ok
R_1301.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1302.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1303.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1304.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1305.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1306.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1307.jpg,Recyclable,260,194,1.34,jpg,RGB,ok
R_1308.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1309.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_131.jpg,Recyclable,232,217,1.069,jpg,RGB,ok
R_1310.jpg,Recyclable,447,113,3.956,jpg,RGB,ok
R_1311.jpg,Recyclable,203,248,0.819,jpg,RGB,ok
R_1312.jpg,Recyclable,261,193,1.352,jpg,RGB,ok
R_1313.jpg,Recyclable,188,268,0.701,jpg,RGB,ok
R_1314.jpg,Recyclable,224,225,0.996,jpg,RGB,ok
R_1315.jpg,Recyclable,224,225,0.996,jpg,RGB,ok
R_1316.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1317.jpg,Recyclable,303,166,1.825,jpg,RGB,ok
R_1318.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1319.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_132.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1320.jpg,Recyclable,401,126,3.183,jpg,RGB,ok
R_1321.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1322.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1323.jpg,Recyclable,201,251,0.801,jpg,RGB,ok
R_1324.jpg,Recyclable,373,135,2.763,jpg,RGB,ok
R_1325.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1326.jpg,Recyclable,450,112,4.018,jpg,RGB,ok
R_1327.jpg,Recyclable,302,167,1.808,jpg,RGB,ok
R_1328.jpg,Recyclable,260,194,1.34,jpg,RGB,ok
R_1329.jpg,Recyclable,262,192,1.365,jpg,RGB,ok
R_133.jpg,Recyclable,299,168,1.78,jpg,RGB,ok
R_1330.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1331.jpg,Recyclable,183,275,0.665,jpg,RGB,ok
R_1332.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1333.jpg,Recyclable,291,173,1.682,jpg,RGB,ok
R_1334.jpg,Recyclable,194,259,0.749,jpg,RGB,ok
R_1335.jpg,Recyclable,440,114,3.86,jpg,RGB,ok
R_1336.jpg,Recyclable,279,181,1.541,jpg,RGB,ok
R_1337.jpg,Recyclable,218,231,0.944,jpg,RGB,ok
R_1338.jpg,Recyclable,440,114,3.86,jpg,RGB,ok
R_1339.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_134.jpg,Recyclable,200,200,1.0,jpg,RGB,ok
R_1340.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1341.jpg,Recyclable,220,200,1.1,jpg,RGB,ok
R_1342.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1343.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1344.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1345.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1346.jpg,Recyclable,318,159,2.0,jpg,RGB,ok
R_1347.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1348.jpg,Recyclable,254,199,1.276,jpg,RGB,ok
R_1349.jpg,Recyclable,380,133,2.857,jpg,RGB,ok
R_135.jpg,Recyclable,259,195,1.328,jpg,RGB,ok
R_1350.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1351.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1352.jpg,Recyclable,290,174,1.667,jpg,RGB,ok
R_1353.jpg,Recyclable,275,183,1.503,jpg,RGB,ok
R_1354.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1355.jpg,Recyclable,360,140,2.571,jpg,RGB,ok
R_1356.jpg,Recyclable,242,208,1.163,jpg,RGB,ok
R_1357.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1358.jpg,Recyclable,297,169,1.757,jpg,RGB,ok
R_1359.jpg,Recyclable,241,209,1.153,jpg,RGB,ok
R_136.jpg,Recyclable,300,168,1.786,jpg,RGB,ok
R_1360.jpg,Recyclable,308,164,1.878,jpg,RGB,ok
R_1361.jpg,Recyclable,277,182,1.522,jpg,RGB,ok
R_1362.jpg,Recyclable,306,165,1.855,jpg,RGB,ok
R_1363.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1364.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1365.jpg,Recyclable,259,194,1.335,jpg,RGB,ok
R_1366.jpg,Recyclable,225,225,1.0,jpg,RGB,ok
R_1367.jpg,Recyclable,201,251,0.801,jpg,RGB,ok
