skor_variansi,skor_edge_density,skor_entropi,skor_grabcut,skor_akhir,kategori,nama_file,label,status
0.885,1.0,0.98,0.412,0.844,full_frame,R_1020.jpg,Recyclable,ok
0.762,0.949,0.973,0.0,0.708,full_frame,R_1021.jpg,Recyclable,ok
1.0,0.857,1.0,0.0,0.757,full_frame,R_1022.jpg,Recyclable,ok
0.0,0.0,0.043,0.564,0.121,background_terpisah,R_1023.jpg,Recyclable,ok
1.0,1.0,1.0,0.482,0.896,full_frame,R_1024.jpg,Recyclable,ok
1.0,1.0,1.0,0.0,0.8,full_frame,R_1025.jpg,Recyclable,ok
0.044,0.0,0.403,0.64,0.222,background_terpisah,R_1026.jpg,Recyclable,ok
0.358,0.239,0.395,0.432,0.345,background_terpisah,R_1027.jpg,Recyclable,ok
0.627,0.987,0.954,0.466,0.768,full_frame,R_1028.jpg,Recyclable,ok
1.0,0.48,0.983,0.296,0.7,full_frame,R_1029.jpg,Recyclable,ok
1.0,0.303,0.488,0.156,0.52,perlu_cek_manual,R_103.jpg,Recyclable,ok
1.0,0.232,0.997,0.455,0.66,full_frame,R_1030.jpg,Recyclable,ok
0.977,0.577,0.86,0.147,0.667,full_frame,R_1031.jpg,Recyclable,ok
1.0,0.558,0.531,0.293,0.632,perlu_cek_manual,R_1032.jpg,Recyclable,ok
0.287,0.14,0.326,0.481,0.289,background_terpisah,R_1033.jpg,Recyclable,ok
1.0,0.9,1.0,0.0,0.77,full_frame,R_1034.jpg,Recyclable,ok
0.014,0.007,0.398,0.415,0.169,background_terpisah,R_1035.jpg,Recyclable,ok
0.888,0.393,0.42,0.516,0.572,perlu_cek_manual,R_1036.jpg,Recyclable,ok
0.072,0.315,0.182,0.37,0.226,background_terpisah,R_1037.jpg,Recyclable,ok
1.0,0.914,0.962,0.537,0.874,full_frame,R_1038.jpg,Recyclable,ok
1.0,0.751,0.933,0.0,0.712,full_frame,R_1039.jpg,Recyclable,ok
1.0,0.909,0.837,0.247,0.789,full_frame,R_104.jpg,Recyclable,ok
1.0,1.0,0.737,0.647,0.877,full_frame,R_1040.jpg,Recyclable,ok
1.0,1.0,0.989,0.131,0.824,full_frame,R_1041.jpg,Recyclable,ok
0.821,0.861,0.977,0.065,0.713,full_frame,R_1042.jpg,Recyclable,ok
0.714,0.94,0.972,0.028,0.696,full_frame,R_1043.jpg,Recyclable,ok
0.434,0.15,0.854,0.23,0.392,perlu_cek_manual,R_1044.jpg,Recyclable,ok
1.0,0.84,1.0,0.0,0.752,full_frame,R_1045.jpg,Recyclable,ok
0.326,0.353,0.19,0.315,0.305,background_terpisah,R_1046.jpg,Recyclable,ok
0.471,0.6,0.524,0.254,0.477,perlu_cek_manual,R_1047.jpg,Recyclable,ok
0.538,0.259,0.402,0.195,0.359,perlu_cek_manual,R_1048.jpg,Recyclable,ok
0.421,0.693,0.933,0.101,0.541,perlu_cek_manual,R_1049.jpg,Recyclable,ok
0.181,0.201,1.0,0.076,0.33,background_terpisah,R_105.jpg,Recyclable,ok
1.0,0.901,0.995,0.038,0.777,full_frame,R_1050.jpg,Recyclable,ok
0.59,0.569,0.999,0.548,0.657,full_frame,R_1051.jpg,Recyclable,ok
0.949,0.798,0.983,0.0,0.721,full_frame,R_1052.jpg,Recyclable,ok
1.0,0.312,1.0,0.146,0.623,perlu_cek_manual,R_1053.jpg,Recyclable,ok
1.0,0.737,1.0,0.022,0.725,full_frame,R_1054.jpg,Recyclable,ok
1.0,0.964,1.0,0.0,0.789,full_frame,R_1055.jpg,Recyclable,ok
1.0,0.781,0.991,0.639,0.86,full_frame,R_1056.jpg,Recyclable,ok
0.448,0.28,0.815,0.418,0.465,perlu_cek_manual,R_1057.jpg,Recyclable,ok
0.043,0.039,0.313,0.404,0.168,background_terpisah,R_1058.jpg,Recyclable,ok
1.0,0.764,1.0,0.0,0.729,full_frame,R_1059.jpg,Recyclable,ok
0.0,0.0,-0.0,0.316,0.063,background_terpisah,R_106.jpg,Recyclable,ok
0.374,0.106,0.886,0.229,0.367,perlu_cek_manual,R_1060.jpg,Recyclable,ok
0.333,0.0,0.892,0.473,0.373,perlu_cek_manual,R_1061.jpg,Recyclable,ok
0.0,0.0,0.01,0.116,0.025,background_terpisah,R_1062.jpg,Recyclable,ok
0.798,1.0,0.93,0.406,0.806,full_frame,R_1063.jpg,Recyclable,ok
1.0,1.0,1.0,0.0,0.8,full_frame,R_1064.jpg,Recyclable,ok
1.0,0.691,0.981,0.357,0.775,full_frame,R_1065.jpg,Recyclable,ok
1.0,0.704,0.916,0.15,0.725,full_frame,R_1066.jpg,Recyclable,ok
0.903,0.662,0.929,0.573,0.77,full_frame,R_1067.jpg,Recyclable,ok
0.076,1.0,0.701,0.339,0.531,perlu_cek_manual,R_1068.jpg,Recyclable,ok
0.137,0.338,0.244,0.204,0.232,background_terpisah,R_1069.jpg,Recyclable,ok
0.011,0.0,0.187,0.338,0.108,background_terpisah,R_107.jpg,Recyclable,ok
0.737,0.565,0.609,0.407,0.594,perlu_cek_manual,R_1070.jpg,Recyclable,ok
1.0,0.572,0.916,0.413,0.737,full_frame,R_1071.jpg,Recyclable,ok
0.0,0.0,0.107,0.534,0.128,background_terpisah,R_1072.jpg,Recyclable,ok
0.338,0.668,0.826,0.651,0.597,perlu_cek_manual,R_1073.jpg,Recyclable,ok
0.896,0.945,1.0,0.0,0.752,full_frame,R_1074.jpg,Recyclable,ok
0.641,0.25,0.533,0.183,0.411,perlu_cek_manual,R_1075.jpg,Recyclable,ok
1.0,0.552,0.997,0.386,0.742,full_frame,R_1076.jpg,Recyclable,ok
0.378,0.505,0.44,0.313,0.415,perlu_cek_manual,R_1077.jpg,Recyclable,ok
1.0,1.0,1.0,0.004,0.801,full_frame,R_1078.jpg,Recyclable,ok
1.0,0.926,0.99,0.155,0.807,full_frame,R_1079.jpg,Recyclable,ok
0.374,0.055,0.906,0.268,0.363,perlu_cek_manual,R_108.jpg,Recyclable,ok
0.022,0.279,0.167,0.531,0.23,background_terpisah,R_1080.jpg,Recyclable,ok
1.0,0.415,0.832,0.523,0.695,full_frame,R_1081.jpg,Recyclable,ok
0.993,1.0,1.0,0.0,0.798,full_frame,R_1082.jpg,Recyclable,ok
0.1,0.222,0.408,0.187,0.216,background_terpisah,R_1083.jpg,Recyclable,ok
0.541,0.62,0.352,0.352,0.489,perlu_cek_manual,R_1084.jpg,Recyclable,ok
0.376,0.45,0.687,0.385,0.462,perlu_cek_manual,R_1085.jpg,Recyclable,ok
0.86,1.0,0.979,0.298,0.813,full_frame,R_1086.jpg,Recyclable,ok
0.495,0.0,0.436,0.226,0.281,background_terpisah,R_1087.jpg,Recyclable,ok
0.717,0.597,0.41,0.217,0.52,perlu_cek_manual,R_1088.jpg,Recyclable,ok
0.0,0.0,0.129,0.526,0.131,background_terpisah,R_1089.jpg,Recyclable,ok
0.894,1.0,0.84,0.281,0.792,full_frame,R_109.jpg,Recyclable,ok
1.0,0.146,0.301,0.346,0.473,perlu_cek_manual,R_1090.jpg,Recyclable,ok
0.492,0.381,0.867,0.406,0.517,perlu_cek_manual,R_1091.jpg,Recyclable,ok
0.576,0.351,0.829,0.092,0.462,perlu_cek_manual,R_1092.jpg,Recyclable,ok
1.0,0.396,0.902,0.191,0.637,perlu_cek_manual,R_1093.jpg,Recyclable,ok
0.973,0.742,0.923,0.374,0.774,full_frame,R_1094.jpg,Recyclable,ok
0.334,0.306,0.854,0.324,0.428,perlu_cek_manual,R_1095.jpg,Recyclable,ok
0.005,0.0,0.078,0.447,0.106,background_terpisah,R_1096.jpg,Recyclable,ok
0.087,0.283,0.255,0.487,0.26,background_terpisah,R_1097.jpg,Recyclable,ok
0.588,0.513,0.669,0.395,0.543,perlu_cek_manual,R_1098.jpg,Recyclable,ok
1.0,0.618,0.987,0.457,0.774,full_frame,R_1099.jpg,Recyclable,ok
0.016,0.0,0.315,0.41,0.15,background_terpisah,R_11.jpg,Recyclable,ok
0.79,0.935,0.904,0.522,0.803,full_frame,R_110.jpg,Recyclable,ok
1.0,0.86,0.783,0.716,0.858,full_frame,R_1100.jpg,Recyclable,ok
0.335,0.283,0.894,0.684,0.501,perlu_cek_manual,R_1101.jpg,Recyclable,ok
0.619,0.359,0.638,0.181,0.457,perlu_cek_manual,R_1102.jpg,Recyclable,ok
1.0,0.645,0.842,0.393,0.741,full_frame,R_1103.jpg,Recyclable,ok
0.955,0.445,0.971,0.539,0.722,full_frame,R_1104.jpg,Recyclable,ok
0.289,0.022,0.558,0.469,0.299,background_terpisah,R_1105.jpg,Recyclable,ok
0.001,0.0,0.287,0.316,0.121,background_terpisah,R_1106.jpg,Recyclable,ok
0.403,0.329,0.358,0.296,0.35,perlu_cek_manual,R_1107.jpg,Recyclable,ok
1.0,0.833,0.947,0.437,0.827,full_frame,R_1108.jpg,Recyclable,ok
0.064,0.0,0.431,0.122,0.13,background_terpisah,R_1109.jpg,Recyclable,ok
0.283,0.364,0.407,0.327,0.341,background_terpisah,R_111.jpg,Recyclable,ok
1.0,0.949,0.941,0.035,0.78,full_frame,R_1110.jpg,Recyclable,ok
0.75,0.986,1.0,0.38,0.797,full_frame,R_1111.jpg,Recyclable,ok
1.0,0.81,1.0,0.105,0.764,full_frame,R_1112.jpg,Recyclable,ok
0.0,0.0,-0.0,0.19,0.038,background_terpisah,R_1113.jpg,Recyclable,ok
0.965,1.0,0.414,0.364,0.745,full_frame,R_1114.jpg,Recyclable,ok
0.488,1.0,0.84,0.331,0.68,full_frame,R_1115.jpg,Recyclable,ok
0.792,0.136,0.636,0.385,0.483,perlu_cek_manual,R_1116.jpg,Recyclable,ok
1.0,0.694,0.991,0.022,0.711,full_frame,R_1117.jpg,Recyclable,ok
0.693,0.334,0.925,0.384,0.57,perlu_cek_manual,R_1118.jpg,Recyclable,ok
1.0,0.931,1.0,0.0,0.779,full_frame,R_1119.jpg,Recyclable,ok
1.0,0.218,0.539,0.408,0.555,perlu_cek_manual,R_112.jpg,Recyclable,ok
0.17,0.216,0.677,0.183,0.288,background_terpisah,R_1120.jpg,Recyclable,ok
1.0,0.315,1.0,0.184,0.631,perlu_cek_manual,R_1121.jpg,Recyclable,ok
1.0,0.199,0.524,0.411,0.547,perlu_cek_manual,R_1122.jpg,Recyclable,ok
1.0,1.0,0.987,0.517,0.901,full_frame,R_1123.jpg,Recyclable,ok
0.324,0.486,0.92,0.108,0.448,perlu_cek_manual,R_1124.jpg,Recyclable,ok
0.459,0.494,0.573,0.441,0.489,perlu_cek_manual,R_1125.jpg,Recyclable,ok
0.008,0.0,0.379,0.306,0.139,background_terpisah,R_1126.jpg,Recyclable,ok
0.818,0.544,0.954,0.371,0.674,full_frame,R_1127.jpg,Recyclable,ok
1.0,0.153,0.945,0.045,0.544,perlu_cek_manual,R_1128.jpg,Recyclable,ok
0.513,0.477,0.519,0.369,0.475,perlu_cek_manual,R_1129.jpg,Recyclable,ok
1.0,0.85,0.674,0.392,0.768,full_frame,R_113.jpg,Recyclable,ok
0.087,0.0,0.795,0.391,0.263,background_terpisah,R_1130.jpg,Recyclable,ok
0.229,0.286,0.781,0.274,0.365,perlu_cek_manual,R_1131.jpg,Recyclable,ok
0.893,0.853,0.988,0.217,0.764,full_frame,R_1132.jpg,Recyclable,ok
0.909,0.157,0.954,0.52,0.614,perlu_cek_manual,R_1133.jpg,Recyclable,ok
0.628,1.0,0.962,0.593,0.799,full_frame,R_1134.jpg,Recyclable,ok
0.508,0.157,0.94,0.105,0.409,perlu_cek_manual,R_1135.jpg,Recyclable,ok
1.0,1.0,0.792,0.498,0.858,full_frame,R_1136.jpg,Recyclable,ok
0.276,0.309,0.282,0.336,0.299,background_terpisah,R_1137.jpg,Recyclable,ok
0.5,0.377,0.481,0.555,0.47,perlu_cek_manual,R_1138.jpg,Recyclable,ok
0.994,0.679,0.973,0.142,0.725,full_frame,R_1139.jpg,Recyclable,ok
0.606,0.394,0.996,0.234,0.546,perlu_cek_manual,R_114.jpg,Recyclable,ok
0.822,0.557,0.734,0.539,0.668,full_frame,R_1140.jpg,Recyclable,ok
0.818,0.409,0.916,0.089,0.569,perlu_cek_manual,R_1141.jpg,Recyclable,ok
0.956,0.9,0.976,0.091,0.77,full_frame,R_1142.jpg,Recyclable,ok
1.0,0.828,0.959,0.0,0.74,full_frame,R_1143.jpg,Recyclable,ok
0.439,0.526,0.906,0.096,0.49,perlu_cek_manual,R_1144.jpg,Recyclable,ok
1.0,1.0,1.0,0.108,0.822,full_frame,R_1145.jpg,Recyclable,ok
0.127,0.0,0.84,0.213,0.249,background_terpisah,R_1146.jpg,Recyclable,ok
1.0,0.0,0.964,0.427,0.578,perlu_cek_manual,R_1147.jpg,Recyclable,ok
0.916,0.816,0.984,0.145,0.745,full_frame,R_1148.jpg,Recyclable,ok
0.042,0.18,0.225,0.372,0.186,background_terpisah,R_1149.jpg,Recyclable,ok
1.0,0.601,0.919,0.073,0.679,full_frame,R_115.jpg,Recyclable,ok
0.499,0.801,0.948,0.243,0.628,perlu_cek_manual,R_1150.jpg,Recyclable,ok
0.234,0.206,0.34,0.545,0.309,background_terpisah,R_1151.jpg,Recyclable,ok
1.0,0.947,0.997,0.0,0.784,full_frame,R_1152.jpg,Recyclable,ok
0.256,0.485,0.269,0.456,0.367,perlu_cek_manual,R_1153.jpg,Recyclable,ok
1.0,0.925,1.0,0.0,0.777,full_frame,R_1154.jpg,Recyclable,ok
1.0,1.0,0.828,0.054,0.776,full_frame,R_1155.jpg,Recyclable,ok
0.014,0.0,0.218,0.45,0.138,background_terpisah,R_1156.jpg,Recyclable,ok
1.0,1.0,1.0,0.398,0.88,full_frame,R_1157.jpg,Recyclable,ok
0.074,0.198,0.331,0.201,0.188,background_terpisah,R_1158.jpg,Recyclable,ok
0.761,0.284,0.436,0.305,0.461,perlu_cek_manual,R_1159.jpg,Recyclable,ok
1.0,0.179,0.754,0.227,0.55,perlu_cek_manual,R_116.jpg,Recyclable,ok
1.0,0.753,0.985,0.184,0.76,full_frame,R_1160.jpg,Recyclable,ok
0.988,0.72,0.967,0.29,0.764,full_frame,R_1161.jpg,Recyclable,ok
1.0,1.0,1.0,0.282,0.856,full_frame,R_1162.jpg,Recyclable,ok
1.0,0.98,0.941,0.346,0.851,full_frame,R_1163.jpg,Recyclable,ok
0.826,0.633,0.977,0.433,0.72,full_frame,R_1164.jpg,Recyclable,ok
0.018,0.25,0.294,0.035,0.146,background_terpisah,R_1165.jpg,Recyclable,ok
0.0,0.0,0.042,0.576,0.124,background_terpisah,R_1166.jpg,Recyclable,ok
0.704,0.295,0.942,0.431,0.574,perlu_cek_manual,R_1167.jpg,Recyclable,ok
0.524,0.554,0.402,0.256,0.455,perlu_cek_manual,R_1168.jpg,Recyclable,ok
0.537,0.747,0.697,0.567,0.638,perlu_cek_manual,R_1169.jpg,Recyclable,ok
0.798,0.586,0.532,0.0,0.521,perlu_cek_manual,R_117.jpg,Recyclable,ok
1.0,0.617,1.0,0.048,0.695,full_frame,R_1170.jpg,Recyclable,ok
1.0,1.0,0.969,0.544,0.903,full_frame,R_1171.jpg,Recyclable,ok
0.131,0.456,0.391,0.393,0.333,background_terpisah,R_1172.jpg,Recyclable,ok
0.462,0.304,0.816,0.16,0.425,perlu_cek_manual,R_1173.jpg,Recyclable,ok
0.534,0.459,0.592,0.61,0.538,perlu_cek_manual,R_1174.jpg,Recyclable,ok
0.607,0.469,0.543,0.206,0.473,perlu_cek_manual,R_1175.jpg,Recyclable,ok
0.633,0.877,0.959,0.666,0.778,full_frame,R_1176.jpg,Recyclable,ok
1.0,0.344,0.964,0.472,0.69,full_frame,R_1177.jpg,Recyclable,ok
1.0,0.648,1.0,0.501,0.795,full_frame,R_1178.jpg,Recyclable,ok
1.0,0.731,1.0,0.087,0.737,full_frame,R_1179.jpg,Recyclable,ok
1.0,0.247,0.848,0.51,0.646,perlu_cek_manual,R_118.jpg,Recyclable,ok
1.0,0.926,0.859,0.256,0.801,full_frame,R_1180.jpg,Recyclable,ok
0.975,1.0,0.998,0.0,0.792,full_frame,R_1181.jpg,Recyclable,ok
0.803,0.488,0.626,0.574,0.627,perlu_cek_manual,R_1182.jpg,Recyclable,ok
0.232,0.186,0.414,0.296,0.268,background_terpisah,R_1183.jpg,Recyclable,ok
1.0,0.496,0.562,0.168,0.595,perlu_cek_manual,R_1184.jpg,Recyclable,ok
0.236,1.0,0.965,0.539,0.672,full_frame,R_1185.jpg,Recyclable,ok
0.192,0.056,0.804,0.328,0.301,background_terpisah,R_1186.jpg,Recyclable,ok
0.214,1.0,0.289,0.41,0.504,perlu_cek_manual,R_1187.jpg,Recyclable,ok
1.0,0.272,1.0,0.024,0.586,perlu_cek_manual,R_1188.jpg,Recyclable,ok
0.881,0.923,0.993,0.291,0.798,full_frame,R_1189.jpg,Recyclable,ok
1.0,0.832,0.875,0.455,0.816,full_frame,R_119.jpg,Recyclable,ok
0.001,0.0,0.121,0.306,0.086,background_terpisah,R_1190.jpg,Recyclable,ok
0.485,0.359,0.781,0.05,0.419,perlu_cek_manual,R_1191.jpg,Recyclable,ok
0.732,0.782,0.953,0.357,0.716,full_frame,R_1192.jpg,Recyclable,ok
1.0,1.0,1.0,0.012,0.802,full_frame,R_1193.jpg,Recyclable,ok
0.706,0.38,0.84,0.421,0.578,perlu_cek_manual,R_1194.jpg,Recyclable,ok
0.312,0.15,0.434,0.248,0.275,background_terpisah,R_1195.jpg,Recyclable,ok
0.829,0.886,1.0,0.109,0.736,full_frame,R_1196.jpg,Recyclable,ok
0.383,0.495,0.83,0.557,0.541,perlu_cek_manual,R_1197.jpg,Recyclable,ok
0.912,0.384,0.738,0.532,0.643,perlu_cek_manual,R_1198.jpg,Recyclable,ok
1.0,0.576,0.994,0.58,0.788,full_frame,R_1199.jpg,Recyclable,ok
0.0,0.0,0.07,0.308,0.076,background_terpisah,R_12.jpg,Recyclable,ok
0.001,0.0,0.246,0.332,0.116,background_terpisah,R_120.jpg,Recyclable,ok
0.336,0.395,0.477,0.473,0.409,perlu_cek_manual,R_1200.jpg,Recyclable,ok
1.0,0.619,0.993,0.107,0.706,full_frame,R_1201.jpg,Recyclable,ok
0.408,0.711,0.698,0.321,0.54,perlu_cek_manual,R_1202.jpg,Recyclable,ok
0.0,0.0,-0.0,0.27,0.054,background_terpisah,R_1203.jpg,Recyclable,ok
0.979,1.0,0.499,0.332,0.76,full_frame,R_1204.jpg,Recyclable,ok
1.0,0.0,0.855,0.582,0.587,perlu_cek_manual,R_1205.jpg,Recyclable,ok
1.0,1.0,1.0,0.0,0.8,full_frame,R_1206.jpg,Recyclable,ok
0.097,0.25,0.194,0.348,0.212,background_terpisah,R_1207.jpg,Recyclable,ok
0.627,0.44,0.514,0.597,0.542,perlu_cek_manual,R_1208.jpg,Recyclable,ok
0.793,0.634,0.933,0.614,0.737,full_frame,R_1209.jpg,Recyclable,ok
1.0,0.526,1.0,0.324,0.723,full_frame,R_121.jpg,Recyclable,ok
0.498,0.364,0.319,0.586,0.439,perlu_cek_manual,R_1210.jpg,Recyclable,ok
0.004,0.056,0.102,0.366,0.111,background_terpisah,R_1211.jpg,Recyclable,ok
0.388,0.969,0.447,0.289,0.555,perlu_cek_manual,R_1212.jpg,Recyclable,ok
1.0,0.617,0.99,0.371,0.757,full_frame,R_1213.jpg,Recyclable,ok
1.0,0.723,0.957,0.342,0.777,full_frame,R_1214.jpg,Recyclable,ok
1.0,0.968,1.0,0.001,0.791,full_frame,R_1215.jpg,Recyclable,ok
0.964,1.0,0.993,0.0,0.788,full_frame,R_1216.jpg,Recyclable,ok
0.503,0.62,0.894,0.184,0.553,perlu_cek_manual,R_1217.jpg,Recyclable,ok
0.811,1.0,0.96,0.218,0.779,full_frame,R_1218.jpg,Recyclable,ok
0.55,0.275,0.857,0.398,0.499,perlu_cek_manual,R_1219.jpg,Recyclable,ok
1.0,0.638,0.991,0.001,0.69,full_frame,R_122.jpg,Recyclable,ok
0.802,0.677,0.973,0.524,0.743,full_frame,R_1220.jpg,Recyclable,ok
1.0,1.0,1.0,0.0,0.8,full_frame,R_1221.jpg,Recyclable,ok
0.447,0.177,0.854,0.236,0.405,perlu_cek_manual,R_1222.jpg,Recyclable,ok
1.0,0.379,0.934,0.481,0.697,full_frame,R_1223.jpg,Recyclable,ok
1.0,0.49,0.963,0.414,0.723,full_frame,R_1224.jpg,Recyclable,ok
1.0,0.897,1.0,0.0,0.769,full_frame,R_1225.jpg,Recyclable,ok
0.968,0.949,0.996,0.0,0.774,full_frame,R_1226.jpg,Recyclable,ok
0.504,0.978,0.882,0.352,0.691,full_frame,R_1227.jpg,Recyclable,ok
0.239,0.0,0.818,0.485,0.332,background_terpisah,R_1228.jpg,Recyclable,ok
0.158,0.293,0.769,0.293,0.348,background_terpisah,R_1229.jpg,Recyclable,ok
0.774,0.697,0.978,0.222,0.681,full_frame,R_123.jpg,Recyclable,ok
0.73,0.444,0.427,0.201,0.478,perlu_cek_manual,R_1230.jpg,Recyclable,ok
0.989,0.729,0.88,0.196,0.731,full_frame,R_1231.jpg,Recyclable,ok
1.0,0.22,0.999,0.475,0.661,full_frame,R_1232.jpg,Recyclable,ok
0.469,0.454,0.971,0.223,0.516,perlu_cek_manual,R_1233.jpg,Recyclable,ok
1.0,0.985,1.0,0.025,0.801,full_frame,R_1234.jpg,Recyclable,ok
0.219,0.146,0.343,0.112,0.201,background_terpisah,R_1235.jpg,Recyclable,ok
1.0,0.938,0.916,0.441,0.853,full_frame,R_1236.jpg,Recyclable,ok
0.579,1.0,0.895,0.361,0.725,full_frame,R_1237.jpg,Recyclable,ok
0.139,0.269,0.833,0.183,0.326,background_terpisah,R_1238.jpg,Recyclable,ok
0.719,0.721,0.775,0.485,0.684,full_frame,R_1239.jpg,Recyclable,ok
0.712,0.914,0.949,0.493,0.776,full_frame,R_124.jpg,Recyclable,ok
0.946,1.0,1.0,0.048,0.794,full_frame,R_1240.jpg,Recyclable,ok
1.0,0.731,0.998,0.574,0.834,full_frame,R_1241.jpg,Recyclable,ok
1.0,0.79,1.0,0.028,0.743,full_frame,R_1242.jpg,Recyclable,ok
0.448,0.344,0.422,0.366,0.395,perlu_cek_manual,R_1243.jpg,Recyclable,ok
0.669,0.948,0.947,0.532,0.781,full_frame,R_1244.jpg,Recyclable,ok
0.204,0.354,0.375,0.438,0.33,background_terpisah,R_1245.jpg,Recyclable,ok
0.497,0.491,0.695,0.427,0.521,perlu_cek_manual,R_1246.jpg,Recyclable,ok
0.767,0.837,0.978,0.065,0.69,full_frame,R_1247.jpg,Recyclable,ok
0.178,0.185,0.853,0.475,0.374,perlu_cek_manual,R_1248.jpg,Recyclable,ok
1.0,0.957,1.0,0.0,0.787,full_frame,R_1249.jpg,Recyclable,ok
1.0,0.104,1.0,0.046,0.54,perlu_cek_manual,R_125.jpg,Recyclable,ok
1.0,0.324,1.0,0.539,0.705,full_frame,R_1250.jpg,Recyclable,ok
0.064,0.147,0.736,0.299,0.27,background_terpisah,R_1251.jpg,Recyclable,ok
1.0,0.684,1.0,0.0,0.705,full_frame,R_1252.jpg,Recyclable,ok
1.0,0.879,0.995,0.0,0.763,full_frame,R_1253.jpg,Recyclable,ok
0.71,1.0,0.937,0.111,0.723,full_frame,R_1254.jpg,Recyclable,ok
0.278,0.164,0.897,0.272,0.367,perlu_cek_manual,R_1255.jpg,Recyclable,ok
1.0,0.969,1.0,0.0,0.791,full_frame,R_1256.jpg,Recyclable,ok
0.495,0.557,0.587,0.494,0.532,perlu_cek_manual,R_1257.jpg,Recyclable,ok
0.323,0.435,0.786,0.46,0.477,perlu_cek_manual,R_1258.jpg,Recyclable,ok
1.0,0.707,1.0,0.181,0.748,full_frame,R_1259.jpg,Recyclable,ok
1.0,1.0,0.372,0.477,0.77,full_frame,R_126.jpg,Recyclable,ok
1.0,0.784,0.746,0.439,0.772,full_frame,R_1260.jpg,Recyclable,ok
1.0,0.941,1.0,0.431,0.869,full_frame,R_1261.jpg,Recyclable,ok
1.0,0.505,0.888,0.281,0.685,full_frame,R_1262.jpg,Recyclable,ok
0.506,0.0,0.915,0.445,0.424,perlu_cek_manual,R_1263.jpg,Recyclable,ok
0.093,0.184,0.235,0.552,0.24,background_terpisah,R_1264.jpg,Recyclable,ok
0.395,0.17,0.886,0.48,0.442,perlu_cek_manual,R_1265.jpg,Recyclable,ok
1.0,1.0,0.901,0.027,0.786,full_frame,R_1266.jpg,Recyclable,ok
1.0,0.308,0.529,0.634,0.625,perlu_cek_manual,R_1267.jpg,Recyclable,ok
1.0,0.607,0.935,0.467,0.763,full_frame,R_1268.jpg,Recyclable,ok
0.238,0.515,0.4,0.335,0.373,perlu_cek_manual,R_1269.jpg,Recyclable,ok
1.0,1.0,1.0,0.486,0.897,full_frame,R_127.jpg,Recyclable,ok
0.121,0.209,0.401,0.397,0.259,background_terpisah,R_1270.jpg,Recyclable,ok
0.378,0.298,0.677,0.077,0.354,perlu_cek_manual,R_1271.jpg,Recyclable,ok
0.16,0.15,0.834,0.214,0.302,background_terpisah,R_1272.jpg,Recyclable,ok
0.408,0.354,0.315,0.559,0.403,perlu_cek_manual,R_1273.jpg,Recyclable,ok
0.566,0.349,0.862,0.096,0.466,perlu_cek_manual,R_1274.jpg,Recyclable,ok
1.0,0.768,0.909,0.255,0.763,full_frame,R_1275.jpg,Recyclable,ok
1.0,0.994,0.987,0.446,0.885,full_frame,R_1276.jpg,Recyclable,ok
